sheet,row_number,pid,office_code_string,office_code,code_family,office_id,include_decision,reason
LRAE Annex 25,201,N65236-24-RFPREQ-LSUBP00016-0028,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,LSUBP00016,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,202,N65236-23-RFPREQ-LSUBP00006-0122,LSUBP00006 - LSUBP00006 - FMS AIR INTEGRATION USCG DIV HEAD - NIWCLANT,LSUBP00006,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,203,N65236-23-RFPREQ-LBUSP00030-0044,LBUSP00030 - LBUSP00030 - NL-8.0 - NIWCLANT,LBUSP00030,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,204,N65236-25-RFPREQ-LSUBP00002-0001,LSUBP00002 - LSUBP00002 - COMMAND OPERATIONS CENTERS DIV HEAD - NIWCLANT,LSUBP00002,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,205,N65236-23-RFPREQ-LSUBP00010-0061,LSUBP00010 - LSUBP00010 - FORCE PROTECTION SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00010,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,206,N66001-23-RFPREQ-NP-20000-0087,NP-20000 - NP-20000 - Contracts - NIWCPAC,NP-20000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,207,N66001-23-RFPREQ-NP-55300-0279,NP-55300 - NP-55300 - Enterprise Communications & Networks - NIWCPAC,NP-55300,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,208,N66001-25-RFPREQ-NP-41100-0003,NP-41100 - NP-41100 - C2ISR ISE - NIWCPAC,NP-41100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,209,N66001-24-RFPREQ-NP-41100-0041,NP-41100 - NP-41100 - C2ISR ISE - NIWCPAC,NP-41100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,210,N66001-25-RFPREQ-NP-58400-0019,NP-58400 - NP-58400 - Cyber Engineering & Integration - NIWCPAC,NP-58400,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,211,N66001-25-RFPREQ-NP-60000-0001,NP-60000 - NP-60000 - Program & Project Management - NIWCPAC,NP-60000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,212,N66001-25-RFPREQ-NP-71700-0009,NP-71700 - NP-71700 - Basic & Applied Research - NIWCPAC,NP-71700,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,213,N66001-26-RFPREQ-NP-82000-0003,NP-82000 - NP-82000 - IT Management - NIWCPAC,NP-82000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,214,N66001-26-RFPREQ-NP-83000-0006,NP-83000 - NP-83000 - Command Operations Support - NIWCPAC,NP-83000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,215,N66001-26-RFPREQ-NP-58400-0022,NP-58400 - NP-58400 - Cyber Engineering & Integration - NIWCPAC,NP-58400,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,216,N66001-26-RFPREQ-NP-72100-0001,NP-72100 - NP-72100 - S&T Forecasting Investment & Transition - NIWCPAC,NP-72100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,217,N66001-26-RFPREQ-NP-41200-0007,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,218,N66001-25-RFPREQ-NP-42100-0008,NP-42100 - NP-42100 - Fleet Modernization & Installation - NIWCPAC,NP-42100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,219,N66001-24-RFPREQ-NP-43100-0054,NP-43100 - NP-43100 - Logistics & Lifecycle Support - NIWCPAC,NP-43100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,220,N66001-25-RFPREQ-NP-43100-0002,NP-43100 - NP-43100 - Logistics & Lifecycle Support - NIWCPAC,NP-43100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,221,N66001-26-RFPREQ-NP-41100-0003,NP-41100 - NP-41100 - C2ISR ISE - NIWCPAC,NP-41100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,222,N66001-25-RFPREQ-NP-42100-0286,NP-42100 - NP-42100 - Fleet Modernization & Installation - NIWCPAC,NP-42100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,223,N66001-24-RFPREQ-NP-55300-0005,NP-55300 - NP-55300 - Enterprise Communications & Networks - NIWCPAC,NP-55300,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,224,N66001-24-RFPREQ-NP-55300-0006,NP-55300 - NP-55300 - Enterprise Communications & Networks - NIWCPAC,NP-55300,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,225,N66001-24-RFPREQ-NP-53400-0013,NP-53400 - NP-53400 - Business & Enterprise Information Systems - NIWCPAC,NP-53400,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,226,N66001-26-RFPREQ-NP-53000-0033,NP-53000 - NP-53000 - C2E2 - NIWCPAC,NP-53000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,227,N66001-25-RFPREQ-NP-53000-0035,NP-53000 - NP-53000 - C2E2 - NIWCPAC,NP-53000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,228,N66001-26-RFPREQ-NP-41100-0005,NP-41100 - NP-41100 - C2ISR ISE - NIWCPAC,NP-41100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,229,N66001-27-RFPREQ-NP-41100-0002,NP-41100 - NP-41100 - C2ISR ISE - NIWCPAC,NP-41100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,230,N66001-26-RFPREQ-NP-41200-0003,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,231,N66001-25-RFPREQ-NP-43100-0024,NP-43100 - NP-43100 - Logistics & Lifecycle Support - NIWCPAC,NP-43100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,232,N66001-26-RFPREQ-NP-41200-0002,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,233,N66001-26-RFPREQ-NP-41100-0004,NP-41100 - NP-41100 - C2ISR ISE - NIWCPAC,NP-41100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,234,N66001-25-RFPREQ-NP-55700-0006,"NP-55700 - NP-55700 - Position, Navigation & Timing - NIWCPAC",NP-55700,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,235,N66001-25-RFPREQ-NP-55300-0011,NP-55300 - NP-55300 - Enterprise Communications & Networks - NIWCPAC,NP-55300,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,236,N66001-25-RFPREQ-NP-56700-0028,NP-56700 - NP-56700 - Reconnaissance & Interdiction - NIWCPAC,NP-56700,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,237,N66001-24-RFPREQ-NP-53500-0050,NP-53500 - NP-53500 - TACTICAL SYSTEMS I&I - NIWCPAC,NP-53500,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,238,N66001-24-RFPREQ-NP-55300-0067,NP-55300 - NP-55300 - Enterprise Communications & Networks - NIWCPAC,NP-55300,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,239,N66001-24-RFPREQ-NP-40000-0065,NP-40000 - NP-40000 - FIELD - NIWCPAC,NP-40000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,240,N66001-25-RFPREQ-NP-70000-0003,NP-70000 - NP-70000 - Cyber / S&T - NIWCPAC,NP-70000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,241,N66001-27-RFPREQ-NP-53400-0001,NP-53400 - NP-53400 - Business & Enterprise Information Systems - NIWCPAC,NP-53400,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,242,N66001-27-RFPREQ-NP-53400-0002,NP-53400 - NP-53400 - Business & Enterprise Information Systems - NIWCPAC,NP-53400,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,243,N66001-25-RFPREQ-NP-53400-0001,NP-53400 - NP-53400 - Business & Enterprise Information Systems - NIWCPAC,NP-53400,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,244,N66001-27-RFPREQ-NP-53400-0003,NP-53400 - NP-53400 - Business & Enterprise Information Systems - NIWCPAC,NP-53400,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,245,N66001-25-RFPREQ-NP-55300-0041,NP-55300 - NP-55300 - Enterprise Communications & Networks - NIWCPAC,NP-55300,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,246,N66001-24-RFPREQ-NP-55300-0227,NP-55300 - NP-55300 - Enterprise Communications & Networks - NIWCPAC,NP-55300,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,247,N66001-24-RFPREQ-NP-53500-0122,NP-53500 - NP-53500 - TACTICAL SYSTEMS I&I - NIWCPAC,NP-53500,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,248,N66001-25-RFPREQ-NP-56000-0010,NP-56000 - NP-56000 - ISR - NIWCPAC,NP-56000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,249,N66001-25-RFPREQ-NP-43100-0015,NP-43100 - NP-43100 - Logistics & Lifecycle Support - NIWCPAC,NP-43100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,250,N66001-25-RFPREQ-NP-H4H00-0012,NP-H4H00 - NP-H4H00 - Engineering & Installation - NIWCPAC,NP-H4H00,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,251,N66001-25-RFPREQ-NP-75600-0021,NP-75600 - NP-75600 - Information Operations - NIWCPAC,NP-75600,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,252,N66001-25-RFPREQ-NP-55300-0029,NP-55300 - NP-55300 - Enterprise Communications & Networks - NIWCPAC,NP-55300,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,253,N66001-25-RFPREQ-NP-84000-0013,NP-84000 - NP-84000 - Corporate Strategy - NIWCPAC,NP-84000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,254,N66001-25-RFPREQ-NP-58100-0016,NP-58100 - NP-58100 - Cybersecurity Engineering - NIWCPAC,NP-58100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,255,N66001-25-RFPREQ-NP-53600-0023,NP-53600 - NP-53600 - C2 Technology & Experimentation - NIWCPAC,NP-53600,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,256,N66001-25-RFPREQ-NP-75200-0031,NP-75200 - NP-75200 - Electromagnetics & Advanced Technology - NIWCPAC,NP-75200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,257,N66001-25-RFPREQ-NP-53600-0021,NP-53600 - NP-53600 - C2 Technology & Experimentation - NIWCPAC,NP-53600,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,258,N66001-25-RFPREQ-NP-56700-0084,NP-56700 - NP-56700 - Reconnaissance & Interdiction - NIWCPAC,NP-56700,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,259,N66001-25-RFPREQ-NP-H5600-0015,NP-H5600 - NP-H5600 - ISR - NIWCPAC,NP-H5600,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,260,N66001-25-RFPREQ-NP-41200-0112,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,261,N66001-25-RFPREQ-NP-80000-0004,NP-80000 - NP-80000 - Corporate Ops - NIWCPAC,NP-80000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,262,N66001-25-RFPREQ-NP-41200-0124,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,263,N66001-25-RFPREQ-NP-20000-0007,NP-20000 - NP-20000 - Contracts - NIWCPAC,NP-20000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,264,N66001-25-RFPREQ-NP-80000-0005,NP-80000 - NP-80000 - Corporate Ops - NIWCPAC,NP-80000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,265,N66001-25-RFPREQ-NP-56000-0037,NP-56000 - NP-56000 - ISR - NIWCPAC,NP-56000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,266,N66001-25-RFPREQ-NP-75200-0043,NP-75200 - NP-75200 - Electromagnetics & Advanced Technology - NIWCPAC,NP-75200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,267,N66001-25-RFPREQ-NP-82000-0029,NP-82000 - NP-82000 - IT Management - NIWCPAC,NP-82000,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,268,N66001-25-RFPREQ-NP-53200-0074,NP-53200 - NP-53200 - Command and Control Systems - NIWCPAC,NP-53200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,269,N66001-25-RFPREQ-NP-42100-0274,NP-42100 - NP-42100 - Fleet Modernization & Installation - NIWCPAC,NP-42100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,270,N66001-25-RFPREQ-NP-41100-0138,NP-41100 - NP-41100 - C2ISR ISE - NIWCPAC,NP-41100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,271,N66001-25-RFPREQ-NP-55200-0095,NP-55200 - NP-55200 - Communications - NIWCPAC,NP-55200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,272,N66001-25-RFPREQ-NP-55300-0097,NP-55300 - NP-55300 - Enterprise Communications & Networks - NIWCPAC,NP-55300,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,273,N66001-25-RFPREQ-NP-42100-0289,NP-42100 - NP-42100 - Fleet Modernization & Installation - NIWCPAC,NP-42100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,274,N66001-25-RFPREQ-NP-53500-0042,NP-53500 - NP-53500 - TACTICAL SYSTEMS I&I - NIWCPAC,NP-53500,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,275,N66001-25-RFPREQ-NP-53500-0043,NP-53500 - NP-53500 - TACTICAL SYSTEMS I&I - NIWCPAC,NP-53500,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,276,N66001-26-RFPREQ-NP-53500-0001,NP-53500 - NP-53500 - TACTICAL SYSTEMS I&I - NIWCPAC,NP-53500,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,277,N66001-25-RFPREQ-NP-41200-0174,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,278,N66001-25-RFPREQ-NP-58400-0069,NP-58400 - NP-58400 - Cyber Engineering & Integration - NIWCPAC,NP-58400,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,279,N66001-26-RFPREQ-NP-53500-0002,NP-53500 - NP-53500 - TACTICAL SYSTEMS I&I - NIWCPAC,NP-53500,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,280,N66001-25-RFPREQ-NP-41200-0193,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,281,N66001-25-RFPREQ-NP-42100-0317,NP-42100 - NP-42100 - Fleet Modernization & Installation - NIWCPAC,NP-42100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,282,N66001-25-RFPREQ-NP-42100-0308,NP-42100 - NP-42100 - Fleet Modernization & Installation - NIWCPAC,NP-42100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,283,N66001-25-RFPREQ-NP-42100-0310,NP-42100 - NP-42100 - Fleet Modernization & Installation - NIWCPAC,NP-42100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,284,N66001-25-RFPREQ-NP-H4H00-0034,NP-H4H00 - NP-H4H00 - Engineering & Installation - NIWCPAC,NP-H4H00,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,285,N66001-25-RFPREQ-NP-43100-0026,NP-43100 - NP-43100 - Logistics & Lifecycle Support - NIWCPAC,NP-43100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,286,N66001-25-RFPREQ-NP-56700-0153,NP-56700 - NP-56700 - Reconnaissance & Interdiction - NIWCPAC,NP-56700,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,287,N66001-25-RFPREQ-NP-42100-0326,NP-42100 - NP-42100 - Fleet Modernization & Installation - NIWCPAC,NP-42100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,288,N66001-25-RFPREQ-NP-56700-0179,NP-56700 - NP-56700 - Reconnaissance & Interdiction - NIWCPAC,NP-56700,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,289,N66001-25-RFPREQ-NP-41200-0202,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,290,N66001-25-RFPREQ-NP-41100-0158,NP-41100 - NP-41100 - C2ISR ISE - NIWCPAC,NP-41100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,291,N66001-25-RFPREQ-NP-41100-0159,NP-41100 - NP-41100 - C2ISR ISE - NIWCPAC,NP-41100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,292,N66001-25-RFPREQ-NP-41100-0160,NP-41100 - NP-41100 - C2ISR ISE - NIWCPAC,NP-41100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,293,N66001-25-RFPREQ-NP-41200-0212,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,294,N66001-25-RFPREQ-NP-42100-0353,NP-42100 - NP-42100 - Fleet Modernization & Installation - NIWCPAC,NP-42100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,295,N66001-25-RFPREQ-NIWCPAC-0024,NIWCPAC - NIWCPAC - NIWCPAC,NIWCPAC,,center:niwc-pacific,excluded,"code resolves to center:niwc-pacific (other organization), outside the PEO C4I portfolio"
LRAE Annex 25,296,N66001-25-RFPREQ-NP-75200-0074,NP-75200 - NP-75200 - Electromagnetics & Advanced Technology - NIWCPAC,NP-75200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
