sheet,row_number,pid,office_code_string,office_code,code_family,office_id,include_decision,reason
LRAE Annex 25,9,4723BK-25-RFPREQ-PAS-0007,PAS - PAS - NAVWAR,PAS,peo_front_office_or_hq_code,,unresolved,family peo_front_office_or_hq_code recognised but code PAS has no alias-table entry
LRAE Annex 25,10,N00039-23-RFPREQ-PMW-740-0070,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,11,N00039-23-RFPREQ-PMS-485-0038,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,12,N00039-23-RFPREQ-PMS-485-0048,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,13,N00039-23-RFPREQ-Pf004MNHR-0027,Pf004MNHR - Pf004MNHR - NAVWAR,Pf004MNHR,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf004MNHR has no alias-table entry
LRAE Annex 25,14,N00039-24-RFPREQ-PMW-740-0052,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,15,N00039-24-RFPREQ-PMW-740-0053,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,16,N00039-25-RFPREQ-PMW-160-0001,PMW-160 - PMW-160 - NAVWAR,PMW-160,peo_program_office,pmw:160,included,"code resolves to pmw:160, a PEO C4I office (alias table)"
LRAE Annex 25,17,N00039-24-RFPREQ-PMW/A-170-0061,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,18,N00039-24-RFPREQ-PMW-770-0011,PMW-770 - PMW-770 - NAVWAR,PMW-770,peo_program_office,pmw:770,included,"code resolves to pmw:770, a PEO C4I office (alias table)"
LRAE Annex 25,19,N00039-24-RFPREQ-PMW/A-170-0170,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,20,N00039-25-RFPREQ-Pf007NERP-0004,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,21,N65236-25-RFPREQ-LSUBP00082-0001,LSUBP00082 - LSUBP00082 - 5.0 Competency Division - NIWCLANT,LSUBP00082,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,22,N65236-25-RFPREQ-LSUBP00063-0078,LSUBP00063 - LSUBP00063 - NAVY AFLOAT NETWORK DIV HEAD - NIWCLANT,LSUBP00063,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,23,N65236-25-RFPREQ-LSUBP00015-0102,LSUBP00015 - LSUBP00015 - SHORE C4I INTEGRATION DIV HEAD - NIWCLANT,LSUBP00015,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,24,N65236-25-RFPREQ-LSUBP00006-0127,LSUBP00006 - LSUBP00006 - FMS AIR INTEGRATION USCG DIV HEAD - NIWCLANT,LSUBP00006,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,25,N65236-25-RFPREQ-LSUBP00095-0033,LSUBP00095 - LSUBP00095 - LOGISTICS BUSINESS SYSTEMS DIV HEAD - NIWCLANT,LSUBP00095,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,26,N65236-25-RFPREQ-LSUBP00015-0103,LSUBP00015 - LSUBP00015 - SHORE C4I INTEGRATION DIV HEAD - NIWCLANT,LSUBP00015,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,27,N65236-25-RFPREQ-LSUBP00034-0106,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,28,N65236-25-RFPREQ-LSUBP00049-0194,LSUBP00049 - LSUBP00049 - S&T Division - NIWCLANT,LSUBP00049,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,29,N65236-25-RFPREQ-LSUBP00094-0004,LSUBP00094 - LSUBP00094 - CYBER SECURITY SERVICE PROVIDER IPT - NIWCLANT,LSUBP00094,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,30,N65236-25-RFPREQ-LSUBP00021-0180,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00021,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,31,N65236-25-RFPREQ-LSUBP00011-0047,LSUBP00011 - LSUBP00011 - MANPWR PERS TRNG & EDU SYS DIV HEAD - NIWCLANT,LSUBP00011,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,32,N65236-25-RFPREQ-LSUBP00034-0108,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,33,N65236-25-RFPREQ-LSUBP00064-0101,LSUBP00064 - LSUBP00064 - EXPED ENTERPRISE SYS & SVS DIV HD - NIWCLANT,LSUBP00064,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,34,N65236-25-RFPREQ-LSUBP00087-0038,LSUBP00087 - LSUBP00087 - Command Information Officer Division - NIWCLANT,LSUBP00087,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,35,N65236-25-RFPREQ-LSUBP00006-0134,LSUBP00006 - LSUBP00006 - FMS AIR INTEGRATION USCG DIV HEAD - NIWCLANT,LSUBP00006,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,36,N65236-25-RFPREQ-LSUBP00093-0033,LSUBP00093 - LSUBP00093 - 4.7 Competency Division - NIWCLANT,LSUBP00093,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,37,N65236-25-RFPREQ-LSUBP00011-0040,LSUBP00011 - LSUBP00011 - MANPWR PERS TRNG & EDU SYS DIV HEAD - NIWCLANT,LSUBP00011,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,38,N65236-25-RFPREQ-LSUBP00064-0104,LSUBP00064 - LSUBP00064 - EXPED ENTERPRISE SYS & SVS DIV HD - NIWCLANT,LSUBP00064,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,39,N65236-25-RFPREQ-LSUBP00009-0134,LSUBP00009 - LSUBP00009 - DEFENSE HEALTH INFO TECH DIV HEAD - NIWCLANT,LSUBP00009,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,40,N65236-25-RFPREQ-LSUBP00034-0100,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,41,N65236-25-RFPREQ-LBUSP00030-0026,LBUSP00030 - LBUSP00030 - NL-8.0 - NIWCLANT,LBUSP00030,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,42,N65236-25-RFPREQ-LSUBP00006-0124,LSUBP00006 - LSUBP00006 - FMS AIR INTEGRATION USCG DIV HEAD - NIWCLANT,LSUBP00006,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,43,N65236-25-RFPREQ-LSUBP00021-0167,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00021,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,44,N65236-25-RFPREQ-LSUBP00093-0030,LSUBP00093 - LSUBP00093 - 4.7 Competency Division - NIWCLANT,LSUBP00093,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,45,N65236-25-RFPREQ-LSUBP00057-0230,LSUBP00057 - LSUBP00057 - FLEET INSTALLATION & READINESS DIV HD - NIWCLANT,LSUBP00057,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,46,N65236-25-RFPREQ-LSUBP00057-0231,LSUBP00057 - LSUBP00057 - FLEET INSTALLATION & READINESS DIV HD - NIWCLANT,LSUBP00057,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,47,N65236-25-RFPREQ-LSUBP00094-0003,LSUBP00094 - LSUBP00094 - CYBER SECURITY SERVICE PROVIDER IPT - NIWCLANT,LSUBP00094,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,48,N65236-25-RFPREQ-LSUBP00021-0170,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00021,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,49,N65236-25-RFPREQ-LSUBP00004-0071,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00004,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,50,N65236-25-RFPREQ-LSUBP00015-0101,LSUBP00015 - LSUBP00015 - SHORE C4I INTEGRATION DIV HEAD - NIWCLANT,LSUBP00015,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,51,N65236-25-RFPREQ-LSUBP00057-0233,LSUBP00057 - LSUBP00057 - FLEET INSTALLATION & READINESS DIV HD - NIWCLANT,LSUBP00057,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,52,N65236-25-RFPREQ-LSUBP00001-0098,LSUBP00001 - LSUBP00001 - AIR TRAFFIC CONTROL DIV HEAD - NIWCLANT,LSUBP00001,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,53,N65236-25-RFPREQ-LSUBP00015-0096,LSUBP00015 - LSUBP00015 - SHORE C4I INTEGRATION DIV HEAD - NIWCLANT,LSUBP00015,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,54,N65236-25-RFPREQ-LSUBP00009-0130,LSUBP00009 - LSUBP00009 - DEFENSE HEALTH INFO TECH DIV HEAD - NIWCLANT,LSUBP00009,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,55,N65236-24-RFPREQ-LSUBP00007-0127,LSUBP00007 - LSUBP00007 - LAND SYSTEMS INTEGRATION DIV HEAD - NIWCLANT,LSUBP00007,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,56,N65236-25-RFPREQ-LSUBP00024-0106,LSUBP00024 - LSUBP00024 - IA AND NAVY CYBER SECURITY DIV HEAD - NIWCLANT,LSUBP00024,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,57,N65236-25-RFPREQ-LSUBP00057-0204,LSUBP00057 - LSUBP00057 - FLEET INSTALLATION & READINESS DIV HD - NIWCLANT,LSUBP00057,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,58,N65236-25-RFPREQ-LSUBP00001-0087,LSUBP00001 - LSUBP00001 - AIR TRAFFIC CONTROL DIV HEAD - NIWCLANT,LSUBP00001,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,59,N65236-25-RFPREQ-LSUBP00016-0157,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,LSUBP00016,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,60,N65236-25-RFPREQ-LSUBP00015-0094,LSUBP00015 - LSUBP00015 - SHORE C4I INTEGRATION DIV HEAD - NIWCLANT,LSUBP00015,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,61,N65236-25-RFPREQ-LSUBP00057-0198,LSUBP00057 - LSUBP00057 - FLEET INSTALLATION & READINESS DIV HD - NIWCLANT,LSUBP00057,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,62,N65236-25-RFPREQ-LSUBP00087-0036,LSUBP00087 - LSUBP00087 - Command Information Officer Division - NIWCLANT,LSUBP00087,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,63,N65236-25-RFPREQ-LSUBP00035-0119,LSUBP00035 - LSUBP00035 - SUBMARINE INTEGRATION DIV HEAD - NIWCLANT,LSUBP00035,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,64,N65236-25-RFPREQ-LSUBP00004-0068,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00004,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,65,N65236-26-RFPREQ-LSUBP00001-0020,LSUBP00001 - LSUBP00001 - AIR TRAFFIC CONTROL DIV HEAD - NIWCLANT,LSUBP00001,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,66,N65236-26-RFPREQ-LSUBP00001-0021,LSUBP00001 - LSUBP00001 - AIR TRAFFIC CONTROL DIV HEAD - NIWCLANT,LSUBP00001,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,67,N65236-26-RFPREQ-LSUBP00001-0022,LSUBP00001 - LSUBP00001 - AIR TRAFFIC CONTROL DIV HEAD - NIWCLANT,LSUBP00001,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,68,N65236-27-RFPREQ-LSUBP00001-0006,LSUBP00001 - LSUBP00001 - AIR TRAFFIC CONTROL DIV HEAD - NIWCLANT,LSUBP00001,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,69,N65236-26-RFPREQ-LSUBP00001-0023,LSUBP00001 - LSUBP00001 - AIR TRAFFIC CONTROL DIV HEAD - NIWCLANT,LSUBP00001,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,70,N65236-25-RFPREQ-LSUBP00034-0096,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,71,N65236-25-RFPREQ-LSUBP00087-0034,LSUBP00087 - LSUBP00087 - Command Information Officer Division - NIWCLANT,LSUBP00087,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,72,N65236-25-RFPREQ-LSUBP00006-0143,LSUBP00006 - LSUBP00006 - FMS AIR INTEGRATION USCG DIV HEAD - NIWCLANT,LSUBP00006,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,73,N65236-25-RFPREQ-LSUBP00034-0090,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,74,N65236-25-RFPREQ-LSUBP00024-0102,LSUBP00024 - LSUBP00024 - IA AND NAVY CYBER SECURITY DIV HEAD - NIWCLANT,LSUBP00024,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,75,N65236-25-RFPREQ-LSUBP00024-0103,LSUBP00024 - LSUBP00024 - IA AND NAVY CYBER SECURITY DIV HEAD - NIWCLANT,LSUBP00024,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,76,N65236-25-RFPREQ-LSUBP00049-0176,LSUBP00049 - LSUBP00049 - S&T Division - NIWCLANT,LSUBP00049,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,77,N65236-25-RFPREQ-LSUBP00007-0055,LSUBP00007 - LSUBP00007 - LAND SYSTEMS INTEGRATION DIV HEAD - NIWCLANT,LSUBP00007,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,78,N65236-25-RFPREQ-LSUBP00034-0093,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,79,N65236-25-RFPREQ-LSUBP00049-0177,LSUBP00049 - LSUBP00049 - S&T Division - NIWCLANT,LSUBP00049,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,80,N65236-25-RFPREQ-LSUBP00035-0110,LSUBP00035 - LSUBP00035 - SUBMARINE INTEGRATION DIV HEAD - NIWCLANT,LSUBP00035,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,81,N65236-25-RFPREQ-LSUBP00007-0051,LSUBP00007 - LSUBP00007 - LAND SYSTEMS INTEGRATION DIV HEAD - NIWCLANT,LSUBP00007,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,82,N65236-25-RFPREQ-LSUBP00063-0073,LSUBP00063 - LSUBP00063 - NAVY AFLOAT NETWORK DIV HEAD - NIWCLANT,LSUBP00063,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,83,N65236-25-RFPREQ-LSUBP00023-0070,LSUBP00023 - LSUBP00023 - SPEC RECON SURVEIL & EXPLOIT DIV HD - NIWCLANT,LSUBP00023,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,84,N65236-25-RFPREQ-LSUBP00016-0147,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,LSUBP00016,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,85,N65236-25-RFPREQ-LSUBP00021-0148,LSUBP00021 - LSUBP00021 - EXPEDITIONARY INTEL SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00021,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,86,N65236-25-RFPREQ-LSUBP00087-0033,LSUBP00087 - LSUBP00087 - Command Information Officer Division - NIWCLANT,LSUBP00087,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,87,N65236-25-RFPREQ-LSUBP00004-0054,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00004,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,88,N65236-25-RFPREQ-LSUBP00016-0144,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,LSUBP00016,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,89,N65236-25-RFPREQ-LSUBP00049-0161,LSUBP00049 - LSUBP00049 - S&T Division - NIWCLANT,LSUBP00049,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,90,N65236-25-RFPREQ-LSUBP00016-0142,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,LSUBP00016,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,91,N65236-25-RFPREQ-LSUBP00004-0061,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00004,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,92,N65236-25-RFPREQ-LSUBP00015-0108,LSUBP00015 - LSUBP00015 - SHORE C4I INTEGRATION DIV HEAD - NIWCLANT,LSUBP00015,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,93,N65236-25-RFPREQ-LSUBP00087-0026,LSUBP00087 - LSUBP00087 - Command Information Officer Division - NIWCLANT,LSUBP00087,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,94,N65236-25-RFPREQ-LSUBP00034-0082,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,95,N00039-27-RFPREQ-Pf007NERP-0004,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,96,N00039-26-RFPREQ-PMS-485-0002,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,97,N00039-22-RFPREQ-PMW/A-170-0002,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,98,N00039-24-RFPREQ-PMW/A-170-0013,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,99,N00039-22-RFPREQ-PMW/A-170-0021,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
