change,key,key_method,field,old_value,new_value,old_row,new_row,office
removed,k:7c5b429c4785,title+office,,Small Business - Logistics Support - VTT - SeaPort TO (C),,280,,LSUBP00007
added,k:7d5b57c8daf1,title+office,,,TDL 0210 - TACTICAL COMMON DATA LINK (TCDL) AND MARITIME SURFACE TERMINAL (MST) MODERNIZATION SERVICES SUPPORT FOR U. S.,,857,NP-41100
removed,k:7d868755118d,title+office,,NAVCONBRIG Miramar ESCS Technical Support Guard Duress,,48,,LSUBP00010
added,k:7dbe9ecedabb,title+office,,,"LIPTM00006, Naval Command & Ops Center IPT, DIAL, New Large Contract (PPA LSUBP00002-0092)",,131,LSUBP00002
added,k:7e132fe6c017,title+office,,,"CISCO FOR CND CDT DCOI, CISCO ESI-SEWP (C)",,393,LSUBP00024
added,k:7e1d2c6deda1,title+office,,,"GIC TORFP 5049: Hardware Installation of C4ISR and Network related systems onboard USS Shiloh (CG 67), Pearl Harbor HI (",,760,NP-42100
removed,k:7e2fa8722047,title+office,,Precision Approach Radar Support Services,,688,,None
removed,k:7e3b2f328d22,title+office,,TEST AND STANDARDS SUPPORT SERVICES (TSSS),,722,,535
removed,k:7e3f7a81d77a,title+office,,Administrative Support Services,,668,,None
added,k:7e42fdef8d59,title+office,,,LIPTM00128-SOCS IPT-FPA-SOCS SDN SATCOM-SeaPort (C),,594,LSUBP00004
added,k:7e4fbeee2f6b,title+office,,,"LIPTM00081, PJSA IPT, DIANA Perimeter Installation",,269,LSUBP00010
added,k:7e6a39b1138f,title+office,,,0065 POP P00001,,821,NP-41200
changed,k:7ea8926d8fa7,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),292,569,LSUBP00021
changed,k:7ea8926d8fa7,title+office,solicitation_fy,,TBD,292,569,LSUBP00021
changed,k:7ea8926d8fa7,title+office,solicitation_quarter,,TBD,292,569,LSUBP00021
changed,k:7ea8926d8fa7,title+office,award_fy,FY23,FY24,292,569,LSUBP00021
removed,k:7ea9dce244ac,title+office,,NILE End to End Test Station (Market Research) (C),,396,,PMW-150
removed,k:7eb0a96e2051,title+office,,LIPTM00395 - MULTI MEDIA  IPT - 22-044 COMPACFLT AUDIO VISUAL Material - SEWP (C),,55,,LSUBP00002
removed,k:7eb33c49062b,title+office,,"LIPTM00248, , Afloat Submarine C4I IPT_ CSRR ARIES MATERIALS (C)",,557,,LSUBP00035
added,k:7ebadd964dfd,title+office,,,0221 ADNS LPD-30,,785,NP-41200
added,k:7ed087665ee3,title+office,,,"LIPTM00086/MyNavy Human Resources Solutions - DBSign Data Security Software purchase, SEWP (C)",,637,LSUBP00011
removed,k:7ed81838535b,title+office,,"LIPTM00467, 83300 Security, IPS Containers, GSA (C)",,315,,LSUBP00083
added,k:7f19ce981877,title+office,,,Platform Force Protection System (PFPS),,816,NP-56700
added,k:7f358d49367b,title+office,,,0215 (ADNS) Post Installation Training (PIT) System In Support of Operational Turnover,,846,NP-41200
removed,k:7f392ef9136d,title+office,,Relay Ground Stattion,,734,,None
added,k:7f3b990bf19b,title+office,,,"TO 0095 - CNRJ ATFP, ESS, AVVTC Sustainment new (C)",,763,NP-56700
removed,k:7f8d6639104b,title+office,,LIPTM00002_Polar Cyber Support_SEAPORT (C),,607,,LSUBP00001
added,k:801c29824222,title+office,,,LBUCS Rx - TO,,837,NP-55300
removed,k:8027003eb3f9,title+office,,LIPTM00229 - IUSS IPT - 300-23-928 - DELL WORKSTATION (Outlaw)-SEWP (C),,103,,LSUBP00022
added,k:80549023c28b,title+office,,,0251 ISEA CM SUPPORT,,826,NP-41200
removed,k:806bc102291b,title+office,,"LIPTM00086/MyNavy Human Resources Solutions- Phire Architect SW renewal, SEWP (C)",,595,,LSUBP00011
removed,k:80cf5b4ad6d8,title+office,,LIPTM00229 - IUSS IPT - 300-23-914 - JCDX 2 (POPE)-SEWP (C),,84,,LSUBP00022
added,k:81176a1013d4,title+office,,,LIPTM00388 - ALPS IPT SYSTEMS ENGINEERING SUPPORT-SeaPort (C),,588,LSUBP00011
removed,k:811bac3c1683,title+office,,Time and Frequency Distribution System,,696,,None
removed,k:816fb705a120,title+office,,"LIPTM00439, CRYPTO AND KM IPT, CRYPTO HNF BACKPLANES, CMS MAC",,364,,LSUBP00024
added,k:81dd71c5def2,title+office,,,0250 ISEA CB-ISEA ILS CaaS,,829,NP-41200
changed,k:81e354edc942,title+office,procurement_method,,TBD,272,583,LSUBP00021
changed,k:81e354edc942,title+office,contract_type,TBD,Fixed-Price,272,583,LSUBP00021
changed,k:81e354edc942,title+office,procurement_instrument,TBD,Delivery Order/Task Order (not under Federal Supply Schedule Contract),272,583,LSUBP00021
changed,k:81e354edc942,title+office,solicitation_fy,,TBD,272,583,LSUBP00021
changed,k:81e354edc942,title+office,solicitation_quarter,,TBD,272,583,LSUBP00021
changed,k:81e354edc942,title+office,award_fy,,FY24,272,583,LSUBP00021
changed,k:81e354edc942,title+office,award_quarter,,Q4,272,583,LSUBP00021
added,k:81f204736ee9,title+office,,,Order to Contract #N0003922D4001,,406,PMA/PMW-101
added,k:81f204736ee9,title+office,,,Order to Contract #N0003922D4001,,408,PMA/PMW-101
added,k:81f204736ee9,title+office,,,Order to Contract #N0003922D4001,,409,PMA/PMW-101
added,k:81f204736ee9,title+office,,,Order to Contract #N0003922D4001,,410,PMA/PMW-101
added,k:81f204736ee9,title+office,,,Order to Contract #N0003922D4001,,411,PMA/PMW-101
added,k:824356f352e5,title+office,,,ADNS Production MAC RFP #38 (C),,22,PMW-160
added,k:8252441c094f,title+office,,,LIPTM00156 - DCGS-N IPT - OPENTEXT - SEWP (C),,542,LSUBP00022
added,k:825340001c98,title+office,,,xDMS RFP 001 DDGM NMG,,774,NP-55100
added,k:82775737d399,title+office,,,C2P TR Call 5 (C),,193,PMW-150
removed,k:829aa9574181,title+office,,"LIPTM00252, BASED LOGISTICS-ORGANIC (PBLO), RACKS SAP",,305,,LSUBP00093
added,k:82e242c2f4e4,title+office,,,SLDCADA 2_FUTURE_ OY3_2027 (C),,94,Pf007NERP
removed,k:82fb20c2e5ac,title+office,,NEBS (C),,155,,Pf007NERP
added,k:83012e7cced0,title+office,,,LIPTM00480 - Business Applications In-Service Engineering Agent - BA-ISEA Reflection X Support Renewal - Micro Focus Gov,,636,LSUBP00056
added,k:8310fe8a3c64,title+office,,,0206 Add sub P00001,,822,NP-41200
added,k:83198de88dfb,title+office,,,PRIORITY 1 IST MFP,,98,NP-H5600
removed,k:834fd9298565,title+office,,5013 - NEW TASK ORDER USS AAMDS POLAND (HN 2) LIPTM00257 (C),,456,,LSUBP00057
removed,k:83611d1e03ff,title+office,,PEO C4I Executive Office Support Services (C),,418,,PEO-C4I
added,k:8369acd43c30,title+office,,,"LIPTM00120, SDRS IPT, JFW ORDER NGTC FY24, SEWP (C)",,660,LSUBP00016
removed,k:83773f92253c,title+office,,DMR -MUOS WF 3.2 SW Development (Phase II) - 18D0002,,205,,PMW/A-170
removed,k:840d01cdec2a,title+office,,"Command, Control, Communications, Computers, and Intelligence (C4I) Test and Evaluation, Independent Verification and Va",,727,,532
added,k:844c6105a5f9,title+office,,,5.0 Niche Contract- Red Team Operations (PPA XXX) (C),,591,LSUBP00080
removed,k:853317678d6d,title+office,,NSC2I FFG 63. (C),,181,,PMW-760
added,k:857c19bcc790,title+office,,,0200 ADN ISEA,,798,NP-41200
removed,k:8589ccfdf76f,title+office,,LIPTM00004_MIDS JTRS Equip_SEWP (C),,472,,LSUBP00001
changed,k:85b8af71e495,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),187,73,PMW-150
changed,k:85b8af71e495,title+office,solicitation_quarter,Q1,Q2,187,73,PMW-150
changed,k:85b8af71e495,title+office,award_quarter,Q4,Q3,187,73,PMW-150
added,k:85ef80ad99e4,title+office,,,DLTT Support - Seaport Base Award (C),,712,NP-53500
removed,k:86054b224800,title+office,,NSC2I TAO 207-210. (C),,182,,PMW-760
added,k:86817e29910a,title+office,,,"LIPTM00150, Expeditionary Signals Intelligence (SIGINT), TSCS-CESAS 3Q FY24 Procurement, NASA SEWP (C)",,382,LSUBP00021
added,k:8692a43f175c,title+office,,,"LIPTM00455, TCIO,IDOPS PROTOTYPE EQUIPMENT, SEWP (C)",,528,LSUBP00021
added,k:869c13c830f0,title+office,,,LIPTM00448-GFP disposition LCS and PC Class Navigation LCS Backfit Support-RobRaper0001-(WR Systems-NEW TO) N6523620D802,,144,LSUBP00016
removed,k:86af8475cae9,title+office,,Enterprise Business Systems (EBS) Division PM/FM Support Services,,604,,LSUBP00056
removed,k:86b67e1e5f9b,title+office,,ESRP TO38 '23OMN ISEA,,222,,PMW/A-170
removed,k:86c7539c0221,title+office,,CVN 74 RCOH Multifunction Copier Installation (C),,179,,PMW-750
removed,k:87256b5402fe,title+office,,All SATCOM Multi Award Contract - Admin (C),,374,,PMW/A-170
removed,k:87383ac53555,title+office,,"LIPTM00086/MyNavy Human Resources Solutions- BMC Control- M Software renewal, SEWP (C)",,590,,LSUBP00011
added,k:87578f2e4cbb,title+office,,,"LBUSP00026, C2ISR Department, SHORE C2ISR AND INTEGRATION DEPARTMENT SYSTEMS ENGINEERING AND TECHNICAL ASSISTANCE (SETA)",,311,LBUSP00026
added,k:875c0579e773,title+office,,,LIPTM00395 - MULTI MEDIA  IPT - TPL 23-121 COMNAVMETO SEWP (C),,511,LSUBP00002
added,k:876d23d60556,title+office,,,"LIPTM00324 Navy Cyber IPT - Engineering, Architecture, and Software Development - SeaPort NxGEN TO (base + 4 options) (C",,590,LSUBP00024
removed,k:87a6372844dd,title+office,,LIPTM00119-CVN-74 STB PROCUREMENT-SEWP (C),,514,,LSUBP00034
removed,k:87b84de1d270,title+office,,"LIPTM00486, SSTD IPT, LAPTOP BUY, SEWP (C)",,565,,LSUBP00035
removed,k:87c5624af2a6,title+office,,LIPTM00480 - Naval Tactical Command Support System - NTCSS FAME Laptop Suite - NASA SEWP (C),,488,,LSUBP00056
added,k:87cbad31244f,title+office,,,Network Integration Engineering Facility (NIEF) Engineering Services Follow-On (C),,735,NP-42100
removed,k:880e46f783b4,title+office,,STtNG SBIR Phase II.5 PNT Study - Admin,,379,,PMW/A-170
added,k:881bebc80202,title+office,,,LIPTM00241 - USCG IPT - ISM2 IRIDIUM EQUIP (T794/T795) - SEWP (C),,245,LSUBP00006
added,k:8847565e6ac7,title+office,,,MARFORCYBER Training (C),,741,NP-58400
added,k:88613f9b212b,title+office,,,"LSUBP00057 - Division Order - 8A Incubator - New TO Sole Source for planning, execution, and closeout of C3 Shore Integr",,123,LSUBP00057
added,k:886f8e7246ec,title+office,,,LIPTM00229 - IUSS IPT - 300-24-908- Hardware (Morton)-SEWP (C),,532,LSUBP00022
removed,k:88a5ddf733f1,title+office,,LIPTM00395 - MULTI MEDIA  IPT - TPL 23-052A-B MARFORCOM-SEWP (C),,67,,LSUBP00002
removed,k:89823e9bc829,title+office,,CVN 75 RCOH Removals and Shipboard Zone Integration (C),,175,,PMW-750
removed,k:89e184a09ec5,title+office,,"Development, Integration, and Certification Environment (DICE) and Naval Integrated
Live Virtual Constructive Environmen",,710,,535
changed,k:89e2f25e7f41,title+office,procurement_method,,TBD,573,208,LSUBP00015
changed,k:89e2f25e7f41,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),573,208,LSUBP00015
changed,k:89e2f25e7f41,title+office,solicitation_fy,FY23,FY24,573,208,LSUBP00015
changed,k:89e2f25e7f41,title+office,award_fy,FY23,FY24,573,208,LSUBP00015
added,k:8a2db2902198,title+office,,,TUBE PROTECTION ASSEMBLY (TPA) FABRICATION AND INSTALLATION - NEW SAC TO (Salient) N6236523D8015,,264,LSUBP00035
added,k:8a30ebfb6081,title+office,,,LIPTM00229 - IUSS IPT - 300-24-925-MISC Hardware (Lantiegne)-SEWP (C),,402,LSUBP00022
added,k:8a33d5901d33,title+office,,,LIPTM00003_MSSR Parrot_SEWP (C),,357,LSUBP00001
removed,k:8a80757f5365,title+office,,Forensics Equipment for USMC Program of Record (POR) (C),,293,,LSUBP00021
removed,k:8a8212d77876,title+office,,Universal Naval AI CORe eNvironement (UNACORN) Data Engineering Pipeline,,718,,535
removed,k:8a83e0cca1ec,title+office,,"LIPTM00119, IC IPT, LHA-9 DIAS2 ANN PROCUREMENT, SEWP (C)",,570,,LSUBP00034
removed,k:8a95720afc0f,title+office,,"LIPTM00248 - AFLOAT SUB C4I IPT -804-805 and 826 ECS and CANES/COATS Integration, 802 and 803 CANES Dockside Integration",,536,,LSUBP00035
removed,k:8a97cfe48cd0,title+office,,LIPTM00116-UCVS IPT-OTDR MODULEPROCUREMENT-SEWP (C),,559,,LSUBP00015
added,k:8aa8f8e85e48,title+office,,,Modification to Contract # N6523622F0613,,122,LSUBP00004
added,k:8abbc68185f0,title+office,,,Business Applications Follow-On. (C),,693,NP-53400
added,k:8b657e5d0dfd,title+office,,,"LIPTM00455, TCIO, Forensics Equip 3 for USMC POR, GSA (C)",,352,LSUBP00021
added,k:8b67f23096cf,title+office,,,Salesforce (C),,707,NP-20000
added,k:8b74c7d40c72,title+office,,,VLF/LF TO 022,,792,NP-75200
removed,k:8ba81589158b,title+office,,DMR - DMR Parts Repair - 22R2000,,198,,PMW/A-170
added,k:8bd1b8e6b61d,title+office,,,PEO Digital Research & Advisory Services Follow On Effort (C),,97,PCE
removed,k:8bfce861a645,title+office,,PID4262023-2 (C),,438,,LSUBP00080
removed,k:8c2bba5719e9,title+office,,"LIPTM00447, SECURE VOICE SOLUTIONS IPT - DRSN NEW TO (NEW 3 YR SAC)",,524,,LSUBP00015
removed,k:8c42e9dd9f13,title+office,,LIPTM00004_FAA_MMATCT_SEWP (C),,470,,LSUBP00001
removed,k:8c43d760cbe9,title+office,,"TACMOBILE ENGINEERING, INTEGRATION & INSTALLATION SUPPORT (C)",,22,,LSUBP00006
removed,k:8c47dd01295c,title+office,,MIDS Engineering/Logistics Re-compete/21F3011 Follow-On (C),,189,,PMA/PMW-101
added,k:8c7561f8be7b,title+office,,,"LIPTM00455, TCIO, NEW TO, NEW SERVICE CONTRACT (C)",,230,LSUBP00021
removed,k:8ca0b8a06ff4,title+office,,LIPTM00003_NAVFIG_ATC MAC (C),,609,,LSUBP00001
added,k:8ca825353720,title+office,,,"LSUBP00002, Command & Ops Center Div, Seaport, New TO (C)",,550,LSUBP00002
removed,k:8cdf0e16e613,title+office,,MOS TC CPU Repair,,161,,PMW-150
added,k:8cf33ad72896,title+office,,,DLS FSE_Two (2) Korean terminals_troubleshoot,,428,PMA/PMW-101
added,k:8cf729904adb,title+office,,,0243 CANES PIT,,823,NP-41200
removed,k:8d09c8b4752b,title+office,,LIPTM00107 - Naval Tactical Command Support System - Atlassian Support Renewal - Atlassian ESI SEWP (C),,492,,LSUBP00056
removed,k:8d2241d9b7b7,title+office,,LBS G Production TO XX New Order,,401,,PMW-120
added,k:8d2695813515,title+office,,,Senior Consultation Support Services-Future_Base Year 2027 (C),,80,Pf007NERP
added,k:8d8422b19dc6,title+office,,,LIPTM00304-IWRP-TFDS-R OTP 20LANT-0113-Production Follow-on Contract-(Brandywine-New Base),,289,LSUBP00016
removed,k:8d9777b281c3,title+office,,"LIPTM00290, TSI IPT, Blue Coat SW, SEWP (C)",,109,,LSUBP00004
added,k:8dab12e2b10a,title+office,,,"LIPTM00455, TCIO, TCS MS INC 1 COMPUTE BOXES, SEWP (C)",,633,LSUBP00021
removed,k:8db343d5e99f,title+office,,LIPTM00003_Sunhillo_RICI-6000 Translators_GSA (C),,479,,LSUBP00001
removed,k:8dc4a9a7a497,title+office,,LIPTM00454 -MCBOSS - PUPPET - SEWP (C),,141,,LSUBP00064
removed,k:8dcf4cc7f410,title+office,,LIPTM00448-AN/WSN-9 DIGITAL HYBRID SPEED LOG (DHYSL) PRODUCTION SUPPORT-Marsh0014-(WR Systems-NEW),,238,,LSUBP00016
added,k:8e269733e3bf,title+office,,,"LIPTM00119, IC IPT, VIDEO IPTV SYSTEMS, SEWP (C)",,244,LSUBP00034
removed,k:8e76f6f32d1a,title+office,,LIPTM00460 Telephony Palo Alto Annual Renewal ESI BPA (SEWP) (C),,345,,LSUBP00087
removed,k:8ea959ca54c8,title+office,,LIPTM00454 -MCBOSS - GITLAB RENEWAL - SEWP (C),,146,,LSUBP00064
removed,k:8eb0d8a7297b,title+office,,LIPTM00460 FY23 RDT&E  CISCO Catalyst 9300 ESI (C),,343,,LSUBP00087
added,k:8eba47f9caf4,title+office,,,0225 ISNS SOVT support,,842,NP-41200
added,k:8ed23773fc1c,title+office,,,ADNS Production MAC RFP #44 (C),,25,PMW-160
changed,k:8f368758bdd5,title+office,procurement_method,,Sole Source,429,459,PMW-790
changed,k:8f368758bdd5,title+office,contract_type,TBD,Cost-Reimbursement,429,459,PMW-790
changed,k:8f368758bdd5,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),429,459,PMW-790
changed,k:8f368758bdd5,title+office,solicitation_fy,FY23,FY24,429,459,PMW-790
changed,k:8f368758bdd5,title+office,solicitation_quarter,Q4,Q3,429,459,PMW-790
changed,k:8f368758bdd5,title+office,award_fy,FY23,FY24,429,459,PMW-790
changed,k:8f368758bdd5,title+office,follow_on_or_new,,New,429,459,PMW-790
added,k:8f51e780f2e8,title+office,,,0144 (ADNS)  (ISEA),,804,NP-41200
added,k:8f657746565d,title+office,,,Bundle 18 TO #N6523623D1002,,292,LSUBP00083
removed,k:8f6d91749a57,title+office,,LIPTM00248 - AFLOAT SUB C4I IPT - FY23 Columbia (CLB) Arbor Equipment and PLAR updates - NEW SAC DO - CORPORATE PRODUCTI,,535,,LSUBP00035
removed,k:8f880591fd37,title+office,,"Project Management Tools, Policy, and Processes Support Services",,673,,None
removed,k:8f927abd6216,title+office,,"LIPTM00118, TACTICAL NETWORK SOFTWARE SUPPORT, HAIVISION SUPPORT RENEWAL, SEWP (C)",,95,,LSUBP00063
added,k:8fc782e1984c,title+office,,,ENGINEERING SUPPORT SERVICES. (C),,330,PMW-760
removed,k:900306af274b,title+office,,LIPTM00439-KMI Bracket Procurement and Assembly POP 12 Months,,125,,LSUBP00024
added,k:9059ef15bae9,title+office,,,Order to Contract #N6523618D8014,,120,LSUBP00007
added,k:905bd788f57c,title+office,,,"SHARKCAGE CENTRAL SITE EXADATA HW SUPT RENEWALS, SEWP (C)",,243,LSUBP00024
removed,k:9065900a5725,title+office,,LIPTM00107_Naval Tactical Command Support System (NTCSS) Support Services-SeaPort TO (C),,140,,LSUBP00056
changed,k:9078e1765bb5,title+office,procurement_method,,TBD,269,580,LSUBP00021
changed,k:9078e1765bb5,title+office,contract_type,TBD,Fixed-Price,269,580,LSUBP00021
changed,k:9078e1765bb5,title+office,procurement_instrument,TBD,Delivery Order/Task Order (not under Federal Supply Schedule Contract),269,580,LSUBP00021
changed,k:9078e1765bb5,title+office,solicitation_fy,,TBD,269,580,LSUBP00021
changed,k:9078e1765bb5,title+office,solicitation_quarter,,TBD,269,580,LSUBP00021
changed,k:9078e1765bb5,title+office,award_fy,,FY24,269,580,LSUBP00021
changed,k:9078e1765bb5,title+office,award_quarter,,Q4,269,580,LSUBP00021
changed,k:9094c7294b6b,title+office,anticipated_total_value,$100M - $250M,No Range Specified,188,57,DRPM-NOA
changed,k:9094c7294b6b,title+office,procurement_method,TBD,Small Business Set-Aside,188,57,DRPM-NOA
changed,k:9094c7294b6b,title+office,procurement_instrument,Delivery Order/Task Order,Delivery Order/Task Order (not under Federal Supply Schedule Contract),188,57,DRPM-NOA
added,k:90971a1572d2,title+office,,,Romania MDA Amendment 2,,412,PMW-740
changed,k:90b1838be22e,title+office,anticipated_total_value,$50M - $100M,$100M - $250M,423,51,PMW-790
changed,k:90b1838be22e,title+office,procurement_method,,Full and Open Competition,423,51,PMW-790
changed,k:90b1838be22e,title+office,contract_type,TBD,Fixed-Price,423,51,PMW-790
changed,k:90b1838be22e,title+office,solicitation_fy,FY23,FY24,423,51,PMW-790
changed,k:90b1838be22e,title+office,award_fy,FY24,FY25,423,51,PMW-790
added,k:90cdabf2a618,title+office,,,Nites Next Follow-On Contract (C),,96,PMW-120
removed,k:90d88938f1d1,title+office,,LIPTM00004_MSAB Tower Integration_ATC MAC (C),,615,,LSUBP00001
added,k:9113ee82b410,title+office,,,0244 CANES Tech Training,,820,NP-41200
added,k:91e6c399c8b6,title+office,,,Seaport - TacAir RIL (C),,767,NP-53500
changed,k:91fff5b686f8,title+office,procurement_method,,Sole Source,392,469,PMW/A-170
changed,k:91fff5b686f8,title+office,solicitation_fy,FY23,FY24,392,469,PMW/A-170
changed,k:920a99a67887,title+office,procurement_method,,Full and Open Competition,416,66,PMW-790
changed,k:920a99a67887,title+office,contract_type,Fixed-Price,Cost-Reimbursement,416,66,PMW-790
changed,k:920a99a67887,title+office,solicitation_quarter,Q1,Q3,416,66,PMW-790
changed,k:920a99a67887,title+office,award_quarter,Q4,Q3,416,66,PMW-790
added,k:924cbfce6345,title+office,,,DMR - 200W/100W PA Production Contract (New) (C),,52,PMW/A-170
added,k:925491910507,title+office,,,"LIPTM00119, IC IPT, CVN-81/LHA-9 SATCC SYSTEMS & FRAME, SEWP (C)",,505,LSUBP00034
added,k:926231e0bc6e,title+office,,,"Marine Mammal Scientific, Veterinary, and Volunteer Support",,787,NP-56700
removed,k:928b2ad1439c,title+office,,High Performance Computing Modernization Program (HPCMP) Enterprise Network Support,,701,,HPCMP
added,k:931e6bb63cdc,title+office,,,0246 CANES ISEA Tech Support,,828,NP-41200
removed,k:932fc78f53a9,title+office,,5008 - NEW TASK ORDER USS FORT LAUDERDALE LIPTM00426 (C),,455,,LSUBP00057
added,k:933f4dbb890a,title+office,,,Audit Liasion and Remediation IT General Control (ITGC) Future Procurement - OY1 2029 (C),,83,Pf007NERP
added,k:9387656d3db3,title+office,,,"LIPTM00071, HAIMS Support - CISCO H/W and cabling - NASA SEWP (C)",,615,LSUBP00009
removed,k:93a05d2f3e2b,title+office,,LIPTM00304-AN/WSN-12 INERTIAL NAVIGATION SYSTEM PRODUCTION AND SUPPORT-DeGroff0002-(WR Systems-NEW),,243,,LSUBP00016
added,k:93d05bbe5f55,title+office,,,Cyber 5G Support CISA - TO (C),,684,NP-55300
removed,k:93de095f6f50,title+office,,PEO Digital Research & Advisory Services Follow On (C),,9,,CSBO
removed,k:9412d047e72f,title+office,,"LIPTM00426, FIO FSO C4I SMR REPAIR, Chugach Dept SAC, Base + 4 OYs",,12,,LSUBP00057
removed,k:941b612ba4ff,title+office,,"LIPT00455-TCIO, UGS KIT, SEWP (C)",,287,,LSUBP00021
added,k:941cbf222cde,title+office,,,Audit Liasion and Remediation IT General Control (ITGC) Future Procurement - Base Yr 2028 (C),,82,Pf007NERP
removed,k:9425248b7254,title+office,,LIPTM00004_MEARTS FY24_SAC,,612,,LSUBP00001
removed,k:94478f2b93f1,title+office,,"LIPTM00150, Expeditionary Signals Intelligence (SIGINT), CESAS II FoS Back-Packable Kits, NASA SEWP (C)",,319,,LSUBP00021
added,k:9488c7b54584,title+office,,,"LIPTM00461, 5.9 Service Center, Camera equip, GSA (C)",,624,LSUBP00080
removed,k:94a1418a8f2c,title+office,,LIPTM00120 - SDRS IPT Technical Support - SeaPort-NxG Base + 4 Option Years (C),,230,,LSUBP00016
removed,k:94a60a67f6a6,title+office,,"LIPTM00447, Secure Voice Solutions IPT, DDG - 125, NEW TO SAC - 19-D-8002",,526,,LSUBP00015
removed,k:94a7e34bb738,title+office,,LIPTM00229 - IUSS IPT - 300-23-927 - CISCO Routers (Outlaw)-SEWP (C),,102,,LSUBP00022
removed,k:94df88189aa7,title+office,,"LIPTM00467, 8.0, Facilities, V53 Turnkey Solution, GSA (C)",,603,,LSUBP00083
removed,k:957000197224,title+office,,"LIPTM00336, Distributed Common Ground Surface System, Palo Alto(2), SEWP (C)",,317,,LSUBP00021
added,k:95873e20b8f2,title+office,,,"LIPTM000454, E2IS IPT ePS Mark Logic, SEWP (C)",,233,LSUBP00064
added,k:96029f47d14b,title+office,,,LIPTM00480 - Business Applications In-Service Engineering Agent - BA-ISEA Spares Laptop Requirement - NASA SEWP (C),,635,LSUBP00056
removed,k:9610585f1e43,title+office,,Audit Liasion and Remediation Follow-On IT General Control (ITGC) (C),,228,,Pf007NERP
added,k:9616ea28baf4,title+office,,,"LBS-G Production TO 17, FY24 RDT&E",,480,PMW-120
added,k:963c4a2b4e80,title+office,,,"LIPTM00455, TCIO, TCS UGS INC SENSORS, SEWP (C)",,548,LSUBP00021
added,k:9692368de935,title+office,,,"LIPTM00464, DC2HS, FY24 TRELLIX ESS-DLP, ESI - SEWP (C)",,668,LSUBP00066
removed,k:96ff444615d4,title+office,,"LIPTM00304, (PNT) Engineering IPT, ELECTRIC BOAT (VA Master Controller and Electromagnetic Log Voltage Simulator (ELVS) ",,268,,LSUBP00016
removed,k:974a8b038cab,title+office,,"Vessel Operations, Maintenance, Upkeep & Repair of R/V Acoustic Explorer",,658,,None
removed,k:9776de1b0855,title+office,,Fleet Installation & Response Division Project and Financial Management Support,,654,,LSUBP00057
removed,k:97a4c5a8e311,title+office,,"LIPTM00346, Ceiling Increase, PWS changes Fielded Ground Systems (FGS) IPT, Mod, Pop Extension,",,326,,LSUBP00007
removed,k:97a5bfc00b6d,title+office,,LHA 8 Shipboard Integration (C),,656,,PMW-750
added,k:97a9c7ccb595,title+office,,,ATIP DO #TBD - Long Lead Item Procurement,,438,PMW/A-170
added,k:980e89d1b198,title+office,,,LIPTM00480 - Business Applications In-Service Engineering Agent - BA-ISEA Spares Hardware Requirements - NASA SEWP (C),,372,LSUBP00056
added,k:984b5a06f4f0,title+office,,,MIDS-LVT IDIQ - New Contracts (C),,50,PMA/PMW-101
added,k:987bcfd00cc0,title+office,,,02 MOS Mod with TTNT Development,,445,PMW-150
removed,k:98c3a8bdd946,title+office,,"LIPTM00074, HEALTH SYSTEMS INFRASTRUCTURE, 23-008 MISC for FT.BRAGG, NH JAX, CAMP LEJEUNE, PETERSON AFB, TRAVIS AFB, KOR",,211,,LSUBP00009
removed,k:98ca03ca9933,title+office,,DMR - ATC Phase 3 - 22R2000,,196,,PMW/A-170
removed,k:98d60f4c8a3b,title+office,,LLC 7M DO 15: LLC 7M fixes,,407,,PMW-150
removed,k:98f6f171e1f0,title+office,,PNBC Philadelphia LAMAS Alarm Integration,,38,,LSUBP00010
added,k:990a887481ce,title+office,,,LIPTM00267; Information Warfare Research Project 2 (IWRP-2) OTA Project Number 24-LANT-2054,,113,LSUBP00010
added,k:992c2d41846d,title+office,,,LCM Feasibility Study (Nations),,456,PMA/PMW-101
added,k:992ea4cc1a8e,title+office,,,"LIPTM00460, Telephony, NOLA, CATALYSTS/PHONES,ESI SEWP (CISCO) (C)",,348,LSUBP00087
removed,k:994a6bb23df1,title+office,,LIPTM00003_Remote Comms & Microwave Link_ATC SAC,,614,,LSUBP00001
removed,k:9953fda56096,title+office,,Modeling and Simulation 23,,168,,PMS-485
removed,k:9956aa524111,title+office,,"LIPTM00386, CIO, S2IPT, DWBIS, Quest software, SEWP (C)",,314,,LSUBP00087
removed,k:99628e7226ed,title+office,,"Position, Navigation and Timing (PNT) Division Laboratory Support",,703,,None
removed,k:996ef5974a29,title+office,,CANES MAC- N0003923R9101 (C),,647,,PMW-160
added,k:99fc7cb21b94,title+office,,,"LIPTM0080, NATFP IPT, NAVCONBRIG Technical Support Sustainment, New TO 8(a) Incubator",,257,LSUBP00010
removed,k:9a37bd875510,title+office,,CANES MAC- N0003923R9103 Components (C),,648,,PMW-160
