sheet,row_number,record_key,pid,office_code_string,office_code,code_family,office_id,include_decision,reason
LRAE Annex 25,23,k:1c423c9fc153,,PMW-160 - PMW-160 - NAVWAR,PMW-160,peo_program_office,pmw:160,included,"code resolves to pmw:160, a PEO C4I office (alias table)"
LRAE Annex 25,24,k:c8b590e4e7ad,,PMW-160 - PMW-160 - NAVWAR,PMW-160,peo_program_office,pmw:160,included,"code resolves to pmw:160, a PEO C4I office (alias table)"
LRAE Annex 25,25,k:8ed23773fc1c,,PMW-160 - PMW-160 - NAVWAR,PMW-160,peo_program_office,pmw:160,included,"code resolves to pmw:160, a PEO C4I office (alias table)"
LRAE Annex 25,26,k:a53a8ad22899,,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,27,k:a4a14cec0a56,,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,28,k:758da1041e01,,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,PMA/PMW-101,peo_program_office,pmw:101,included,"code resolves to pmw:101, a PEO C4I office (alias table)"
LRAE Annex 25,29,k:e8f0f54def21,,PMW-770 - PMW-770 - NAVWAR,PMW-770,peo_program_office,pmw:770,included,"code resolves to pmw:770, a PEO C4I office (alias table)"
LRAE Annex 25,30,k:a1be893c133f,,PMW-770 - PMW-770 - NAVWAR,PMW-770,peo_program_office,pmw:770,included,"code resolves to pmw:770, a PEO C4I office (alias table)"
LRAE Annex 25,31,k:5eee0b3df3a0,,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,32,k:f0c82446f2b6,,PCE - PCE - NAVWAR,PCE,peo_front_office_or_hq_code,,unresolved,family peo_front_office_or_hq_code recognised but code PCE has no alias-table entry
LRAE Annex 25,33,k:b944ee7d2698,,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,PMA/PMW-101,peo_program_office,pmw:101,included,"code resolves to pmw:101, a PEO C4I office (alias table)"
LRAE Annex 25,34,k:e7ea87770207,,PCE - PCE - NAVWAR,PCE,peo_front_office_or_hq_code,,unresolved,family peo_front_office_or_hq_code recognised but code PCE has no alias-table entry
LRAE Annex 25,35,k:dab3df033d12,,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,36,k:2f847ef6ffa8,,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,37,k:5cc5d31298b3,,PMW-770 - PMW-770 - NAVWAR,PMW-770,peo_program_office,pmw:770,included,"code resolves to pmw:770, a PEO C4I office (alias table)"
LRAE Annex 25,38,k:f550da182535,,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,39,k:bbbbdadb912e,,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,40,k:123cea5b6253,,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,41,k:45bc6de6f277,,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,42,k:bbe92f176241,,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,43,k:0bbaa11932ab,,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,44,k:3e294fb2b0b2,,PMW-120 - PMW-120 - NAVWAR,PMW-120,peo_program_office,pmw:120,included,"code resolves to pmw:120, a PEO C4I office (alias table)"
LRAE Annex 25,45,k:e280f87d65ff,,C4IEXEC - PEO C4I Front Office - NAVWAR,C4IEXEC,peo_front_office_or_hq_code,peo:c4i,included,"code resolves to peo:c4i, a PEO C4I office (alias table)"
LRAE Annex 25,46,k:4702c1ef33f7,,C4IEXEC - PEO C4I Front Office - NAVWAR,C4IEXEC,peo_front_office_or_hq_code,peo:c4i,included,"code resolves to peo:c4i, a PEO C4I office (alias table)"
LRAE Annex 25,47,k:e33f009336bd,,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,48,k:4e1be0d80412,,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,49,k:118b164bfd1d,,8.0 - 8.0 - NAVWAR,8.0,navwar_hq_competency,command:navwar,excluded,"headquarters_competency code of command:navwar, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,50,k:984b5a06f4f0,,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,PMA/PMW-101,peo_program_office,pmw:101,included,"code resolves to pmw:101, a PEO C4I office (alias table)"
LRAE Annex 25,51,k:90b1838be22e,,PMW-790 - PMW-790 - NAVWAR,PMW-790,peo_program_office,pmw:790,included,"code resolves to pmw:790, a PEO C4I office (alias table)"
LRAE Annex 25,52,k:924cbfce6345,,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,53,k:a8999e22a6aa,,FRD - FRD - NAVWAR,FRD,,,unresolved,code FRD matches no code family
LRAE Annex 25,54,k:19dcd0cdc10f,,PMW-160 - PMW-160 - NAVWAR,PMW-160,peo_program_office,pmw:160,included,"code resolves to pmw:160, a PEO C4I office (alias table)"
LRAE Annex 25,55,k:dcd098b54b3b,,PMW-160 - PMW-160 - NAVWAR,PMW-160,peo_program_office,pmw:160,included,"code resolves to pmw:160, a PEO C4I office (alias table)"
LRAE Annex 25,56,k:44b54f55c857,,PMW-740 - PMW-740 - NAVWAR,PMW-740,peo_program_office,pmw:740,included,"code resolves to pmw:740, a PEO C4I office (alias table)"
LRAE Annex 25,57,k:9094c7294b6b,,DRPM-NOA - Overmatch - NAVWAR,DRPM-NOA,peo_front_office_or_hq_code,drpm:overmatch,excluded,"code resolves to drpm:overmatch (portfolio_or_front_office), outside the PEO C4I portfolio"
LRAE Annex 25,58,k:ede782b4922c,,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,PMA/PMW-101,peo_program_office,pmw:101,included,"code resolves to pmw:101, a PEO C4I office (alias table)"
LRAE Annex 25,59,k:f1a7e85d188d,,PMW-770 - PMW-770 - NAVWAR,PMW-770,peo_program_office,pmw:770,included,"code resolves to pmw:770, a PEO C4I office (alias table)"
LRAE Annex 25,60,k:d2c268d861d3,,PMW-150 - PMW-150 - NAVWAR,PMW-150,peo_program_office,pmw:150,included,"code resolves to pmw:150, a PEO C4I office (alias table)"
LRAE Annex 25,61,k:ce4ef9fbe303,,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,62,k:3c7b4a80ece2,,PMW-750 - PMW-750 - NAVWAR,PMW-750,peo_program_office,pmw:750,included,"code resolves to pmw:750, a PEO C4I office (alias table)"
LRAE Annex 25,63,k:0f90c0ccf67b,,PMW-750 - PMW-750 - NAVWAR,PMW-750,peo_program_office,pmw:750,included,"code resolves to pmw:750, a PEO C4I office (alias table)"
LRAE Annex 25,64,k:0774cfc14e06,,PMW-750 - PMW-750 - NAVWAR,PMW-750,peo_program_office,pmw:750,included,"code resolves to pmw:750, a PEO C4I office (alias table)"
LRAE Annex 25,65,k:459e9cb2a8e9,,PMS-485 - PMS-485 - NAVWAR,PMS-485,navsea_program_office,pms:485,excluded,"code resolves to pms:485 (program_office), outside the PEO C4I portfolio"
LRAE Annex 25,66,k:920a99a67887,,PMW-790 - PMW-790 - NAVWAR,PMW-790,peo_program_office,pmw:790,included,"code resolves to pmw:790, a PEO C4I office (alias table)"
LRAE Annex 25,67,k:f15a62fca111,,8.0 - 8.0 - NAVWAR,8.0,navwar_hq_competency,command:navwar,excluded,"headquarters_competency code of command:navwar, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,68,k:21f8eab17f26,,Pf004MNHR - Pf004MNHR - NAVWAR,Pf004MNHR,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf004MNHR has no alias-table entry
LRAE Annex 25,69,k:3e9fa206ec9c,,PMW-760 - PMW-760 - NAVWAR,PMW-760,peo_program_office,pmw:760,included,"code resolves to pmw:760, a PEO C4I office (alias table)"
LRAE Annex 25,70,k:56dc68b1fb4e,,PMW-760 - PMW-760 - NAVWAR,PMW-760,peo_program_office,pmw:760,included,"code resolves to pmw:760, a PEO C4I office (alias table)"
LRAE Annex 25,71,k:5c6d6f2a7e1c,,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,72,k:6d751041f91b,,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,PMA/PMW-101,peo_program_office,pmw:101,included,"code resolves to pmw:101, a PEO C4I office (alias table)"
LRAE Annex 25,73,k:85b8af71e495,,PMW-150 - PMW-150 - NAVWAR,PMW-150,peo_program_office,pmw:150,included,"code resolves to pmw:150, a PEO C4I office (alias table)"
LRAE Annex 25,74,k:d319a323324a,,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,75,k:12ededcd590f,,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,76,k:22859ac4a83d,,PMW/A-170 - PMW/A-170 - NAVWAR,PMW/A-170,peo_program_office,pmw:170,included,"code resolves to pmw:170, a PEO C4I office (alias table)"
LRAE Annex 25,77,k:323ab522d3af,,PEO-MLB - PEO-MLB - NAVWAR,PEO-MLB,peo_front_office_or_hq_code,peo:mlb,excluded,"code resolves to peo:mlb (portfolio_or_front_office), outside the PEO C4I portfolio"
LRAE Annex 25,78,k:d6524a55cb02,,PMW-130 - PMW-130 - NAVWAR,PMW-130,peo_program_office,pmw:130,included,"code resolves to pmw:130, a PEO C4I office (alias table)"
LRAE Annex 25,79,k:3a2a8914007e,,PMW-770 - PMW-770 - NAVWAR,PMW-770,peo_program_office,pmw:770,included,"code resolves to pmw:770, a PEO C4I office (alias table)"
LRAE Annex 25,80,k:8d2695813515,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,81,k:26f2cdf71ff0,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,82,k:941cbf222cde,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,83,k:933f4dbb890a,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,84,k:f421fcea7fd8,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,85,k:e37c56bc4503,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,86,k:68d0ef530607,,PMW-760 - PMW-760 - NAVWAR,PMW-760,peo_program_office,pmw:760,included,"code resolves to pmw:760, a PEO C4I office (alias table)"
LRAE Annex 25,87,k:fa005b3cb302,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,88,k:e2e39f5fe2e2,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,89,k:cb9d21ee4b18,,5.0 - 5.0 - NAVWAR,5.0,navwar_hq_competency,command:navwar,excluded,"headquarters_competency code of command:navwar, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,90,k:48bd7743c8ef,,PMW-760 - PMW-760 - NAVWAR,PMW-760,peo_program_office,pmw:760,included,"code resolves to pmw:760, a PEO C4I office (alias table)"
LRAE Annex 25,91,k:d2d5e382006b,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,92,k:f518697eacb4,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,93,k:a9959b46da44,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,94,k:82e242c2f4e4,,Pf007NERP - Pf007NERP - NAVWAR,Pf007NERP,peo_mlb_portfolio_code,,unresolved,family peo_mlb_portfolio_code recognised but code Pf007NERP has no alias-table entry
LRAE Annex 25,95,k:2b08f3142c80,,PMW-150 - PMW-150 - NAVWAR,PMW-150,peo_program_office,pmw:150,included,"code resolves to pmw:150, a PEO C4I office (alias table)"
LRAE Annex 25,96,k:90cdabf2a618,,PMW-120 - PMW-120 - NAVWAR,PMW-120,peo_program_office,pmw:120,included,"code resolves to pmw:120, a PEO C4I office (alias table)"
LRAE Annex 25,97,k:8bd1b8e6b61d,,PCE - PCE - NAVWAR,PCE,peo_front_office_or_hq_code,,unresolved,family peo_front_office_or_hq_code recognised but code PCE has no alias-table entry
LRAE Annex 25,98,k:83198de88dfb,,NP-H5600 - NP-H5600 - ISR - NIWCPAC,NP-H5600,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,99,k:71ea4d7d04de,,NP-H5600 - NP-H5600 - ISR - NIWCPAC,NP-H5600,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,100,k:6b194c004bf2,,NP-H5600 - NP-H5600 - ISR - NIWCPAC,NP-H5600,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,101,k:ce67a3fb8770,,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,102,k:41b84358d774,,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,103,k:fe7de2ef5d76,,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,104,k:79ea3d7c9d37,,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,105,k:febf78cf9802,,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,106,k:76958f543fcf,,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,107,k:4c460a7adbf1,,NP-55100 - NP-55100 - Tactical Networks - NIWCPAC,NP-55100,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,108,k:b8f1df2b4f19,,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,109,k:e9d43714eb88,,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,110,k:a1f142b2c051,,"NP-41200 - NP-41200 - Comms, Networks & Cyber ISE - NIWCPAC",NP-41200,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,111,k:0ce82780fcf5,,NP-53400 - NP-53400 - Business & Enterprise Information Systems - NIWCPAC,NP-53400,niwc_pacific_competency,center:niwc-pacific,excluded,"technical_center_division code of center:niwc-pacific, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,112,k:c63708cd7e02,,LSUBP00007 - LSUBP00007 - LAND SYSTEMS INTEGRATION DIV HEAD - NIWCLANT,LSUBP00007,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,113,k:990a887481ce,,LSUBP00010 - LSUBP00010 - FORCE PROTECTION SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00010,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,114,k:77d856d10768,,LSUBP00057 - LSUBP00057 - FLEET INSTALLATION & READINESS DIV HD - NIWCLANT,LSUBP00057,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,115,k:c437d88f53e3,,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,116,k:77d55fc557dd,,LSUBP00023 - LSUBP00023 - SPEC RECON SURVEIL & EXPLOIT DIV HD - NIWCLANT,LSUBP00023,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,117,k:9fa020ac9af9,,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00004,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,118,k:4df566bbe3ce,,LSUBP00049 - LSUBP00049 - S&T Division - NIWCLANT,LSUBP00049,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,119,k:5de42e982b72,,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,120,k:9059ef15bae9,,LSUBP00007 - LSUBP00007 - LAND SYSTEMS INTEGRATION DIV HEAD - NIWCLANT,LSUBP00007,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,121,k:1133ce812a2d,,LSUBP00057 - LSUBP00057 - FLEET INSTALLATION & READINESS DIV HD - NIWCLANT,LSUBP00057,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,122,k:8aa8f8e85e48,,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00004,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,123,k:88613f9b212b,,LSUBP00057 - LSUBP00057 - FLEET INSTALLATION & READINESS DIV HD - NIWCLANT,LSUBP00057,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,124,k:e741c8691ab3,,LSUBP00016 - LSUBP00016 - NAVY AFLOAT TRANSPORT & NAVI DIV HD - NIWCLANT,LSUBP00016,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,125,k:57aa69d57b1b,,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,126,k:0ec63e023cdc,,LSUBP00004 - LSUBP00004 - EXPEDITIONARY C3 SOLUTIONS DIV HEAD - NIWCLANT,LSUBP00004,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,127,k:66a6ad2242b6,,LSUBP00034 - LSUBP00034 - SURFACE SHIP INTEGRATION DIV HEAD - NIWCLANT,LSUBP00034,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,128,k:5e67b129c9dd,,LSUBP00049 - LSUBP00049 - S&T Division - NIWCLANT,LSUBP00049,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,129,k:3ca06a572cd0,,LSUBP00035 - LSUBP00035 - SUBMARINE INTEGRATION DIV HEAD - NIWCLANT,LSUBP00035,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,130,k:58cc10702616,,LSUBP00057 - LSUBP00057 - FLEET INSTALLATION & READINESS DIV HD - NIWCLANT,LSUBP00057,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,131,k:7dbe9ecedabb,,LSUBP00002 - LSUBP00002 - COMMAND OPERATIONS CENTERS DIV HEAD - NIWCLANT,LSUBP00002,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
LRAE Annex 25,132,k:47f0a88465c0,,LSUBP00023 - LSUBP00023 - SPEC RECON SURVEIL & EXPLOIT DIV HD - NIWCLANT,LSUBP00023,niwc_atlantic_division,center:niwc-atlantic,excluded,"technical_center_division code of center:niwc-atlantic, outside the PEO C4I portfolio (division itself not in alias table)"
