id,source_sha256,locator,release_date,kind
ev:lrae_navwar_2024-06:row47,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 47,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row48,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 48,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row50,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 50,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row51,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 51,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row52,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 52,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row54,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 54,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row55,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 55,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row56,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 56,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row58,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 58,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row59,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 59,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row60,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 60,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row61,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 61,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row62,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 62,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row63,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 63,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row64,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 64,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row66,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 66,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row69,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 69,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row70,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 70,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row71,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 71,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row72,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 72,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row73,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 73,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row74,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 74,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row75,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 75,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row76,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 76,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row78,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 78,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row79,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 79,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row86,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 86,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row90,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 90,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row95,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 95,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row96,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 96,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row171,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 171,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row172,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 172,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row173,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 173,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row174,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 174,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row175,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 175,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row176,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 176,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row177,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 177,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row178,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 178,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row179,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 179,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row180,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 180,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row181,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 181,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row183,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 183,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row185,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 185,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row186,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 186,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row187,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 187,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row188,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 188,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row189,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 189,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row190,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 190,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row191,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 191,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row192,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 192,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row193,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 193,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row196,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 196,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row198,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 198,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row199,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 199,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row200,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 200,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row201,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 201,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row202,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 202,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row315,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 315,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row316,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 316,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row317,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 317,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row320,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 320,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row322,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 322,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row323,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 323,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row330,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 330,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row405,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 405,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row406,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 406,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row407,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 407,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row412,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 412,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row415,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 415,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row416,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 416,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row417,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 417,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row418,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 418,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row421,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 421,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row422,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 422,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row423,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 423,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row424,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 424,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row425,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 425,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row426,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 426,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row427,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 427,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row428,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 428,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row429,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 429,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row430,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 430,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row431,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 431,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row433,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 433,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row434,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 434,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row435,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 435,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row437,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 437,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row438,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 438,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row440,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 440,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row442,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 442,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row445,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 445,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row446,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 446,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row447,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 447,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row448,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 448,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row449,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 449,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row450,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 450,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row451,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 451,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row452,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 452,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row454,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 454,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row455,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 455,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row456,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 456,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row457,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 457,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row458,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 458,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row459,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 459,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row460,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 460,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row463,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 463,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row464,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 464,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row465,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 465,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row466,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 466,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row467,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 467,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row468,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 468,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row469,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 469,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row470,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 470,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row471,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 471,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row472,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 472,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row473,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 473,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row478,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 478,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row479,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 479,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row480,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 480,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row481,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 481,2024-06-20,spreadsheet_row
ev:lrae_navwar_2024-06:row482,c327bcd3a34a642fe28df969a2a57ba97e3c92406500494894157f9a30133635,LRAE Annex 25!row 482,2024-06-20,spreadsheet_row
