id,record_key,pid,title,office_id,office_code_string,contracting_office_uic,follow_on_or_new,predecessor_refs,valid_from,evidence_id
need:lrae_navwar_2024-06:k:6a9a9baf8906,k:6a9a9baf8906,,Engineering Services for USAF Feasibility Study,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row431
need:lrae_navwar_2024-06:k:582fc67622a9,k:582fc67622a9,,NMT FOFD - RIP BCCP Phase IV (RFP),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row433
need:lrae_navwar_2024-06:k:6645935d1b4c,k:6645935d1b4c,,"DATEM, TO 03",pmw:120,PMW-120 - PMW-120 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row434
need:lrae_navwar_2024-06:k:aea88b62f6e3,k:aea88b62f6e3,,WAMS TO #1 - Incremental Funding,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row435
need:lrae_navwar_2024-06:k:a113302bba56,k:a113302bba56,,ATIP DO # TBD- Non-Warranty Hardware Repairs,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row437
need:lrae_navwar_2024-06:k:97a9c7ccb595,k:97a9c7ccb595,,ATIP DO #TBD - Long Lead Item Procurement,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row438
need:lrae_navwar_2024-06:k:e9faf06ea579,k:e9faf06ea579,,NMT FOFD - TDL: 24-21F CBIT Development,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row440
need:lrae_navwar_2024-06:k:9ff1dde53835,k:9ff1dde53835,,DMR OE-570 - DDG 125 OE-570 Antenna Repair - 18D0004,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row442
need:lrae_navwar_2024-06:k:987bcfd00cc0,k:987bcfd00cc0,,02 MOS Mod with TTNT Development,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row445
need:lrae_navwar_2024-06:k:f509c1a66ad6,k:f509c1a66ad6,,SCORPION Trailer,pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row446
need:lrae_navwar_2024-06:k:2b90964c471f,k:2b90964c471f,,GPNTS HW FY24 Spares #1 Award and Fund,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row447
need:lrae_navwar_2024-06:k:4156653f2b8f,k:4156653f2b8f,,"ATCS - Solicit, Negotiate & Definitize Inc 1 Production (FFP)",pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row448
need:lrae_navwar_2024-06:k:b9b66b258e18,k:b9b66b258e18,,"04 JPI Reflash, Repair, and Reconfiguration",pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row449
need:lrae_navwar_2024-06:k:b234e9c09d8d,k:b234e9c09d8d,,WAMS TO #1 - IE Mod,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row450
need:lrae_navwar_2024-06:k:3923b87b131f,k:3923b87b131f,,WAMS TO # 7 - MEO Development,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row451
need:lrae_navwar_2024-06:k:43f5253278a8,k:43f5253278a8,,GPNTS FY24 Bulk Buy #2 Award and Fund,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row452
need:lrae_navwar_2024-06:k:411e7e6cc90e,k:411e7e6cc90e,,Royal Moroccan Navy (RMN) Microwave Transmission Network (MTN) Phase 1 A,pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,Follow-on,N0003920D0060,2024-06-20,ev:lrae_navwar_2024-06:row454
need:lrae_navwar_2024-06:k:7c19738893d0,k:7c19738893d0,,DMR - AHF AT - 24D2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row455
need:lrae_navwar_2024-06:k:992c2d41846d,k:992c2d41846d,,LCM Feasibility Study (Nations),pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row456
need:lrae_navwar_2024-06:k:5c8b58c6be6c,k:5c8b58c6be6c,,Bahamas MSS Sustainment,pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row457
need:lrae_navwar_2024-06:k:293b82c41387,k:293b82c41387,,CVN 74 RCOH Multifunction Copier Installation,pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row458
need:lrae_navwar_2024-06:k:8f368758bdd5,k:8f368758bdd5,,VIASAT TRANSEC FMS ENGINEERING SERVICES (ENG VM300M CARD FOR RT-1829/1830) TASK ORDER,pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row459
need:lrae_navwar_2024-06:k:9c2f8a4cf6fc,k:9c2f8a4cf6fc,,NTCDL – 3-Yr Contract Extension,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row460
need:lrae_navwar_2024-06:k:16f069649824,k:16f069649824,,MAT Production and Sustainment,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row463
need:lrae_navwar_2024-06:k:2abff81bab0c,k:2abff81bab0c,,ATIP - Ceiling Increase (No cost action – Admin Only),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row464
need:lrae_navwar_2024-06:k:2cfac2658cfa,k:2cfac2658cfa,,DMR - 500W Power Amplifier OTP,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row465
need:lrae_navwar_2024-06:k:ee080ea1ff23,k:ee080ea1ff23,,01 JPI FR (A3 Card),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row466
need:lrae_navwar_2024-06:k:a17f36187fc9,k:a17f36187fc9,,DMR OE-570 - 5 Year Extension -18D0004,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row467
need:lrae_navwar_2024-06:k:5b958348fd20,k:5b958348fd20,,03 MOS TC CPU Repair,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row468
need:lrae_navwar_2024-06:k:91fff5b686f8,k:91fff5b686f8,,CBSP Engineering Services Sustainment,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0003914C00041,2024-06-20,ev:lrae_navwar_2024-06:row469
need:lrae_navwar_2024-06:k:dfdb0070fac1,k:dfdb0070fac1,,STtNG - Phase III Production,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row470
need:lrae_navwar_2024-06:k:ff1eef0b45bb,k:ff1eef0b45bb,,CBSP AC2 Modem Follow On,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0003918D0007,2024-06-20,ev:lrae_navwar_2024-06:row471
need:lrae_navwar_2024-06:k:b9ec2de1ecaa,k:b9ec2de1ecaa,,NMT-X - Follow-on,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0003916C0050,2024-06-20,ev:lrae_navwar_2024-06:row472
need:lrae_navwar_2024-06:k:f5c44416056c,k:f5c44416056c,,WAMS - TO # 6 EDM Buy,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row473
need:lrae_navwar_2024-06:k:584a7904dade,k:584a7904dade,,CDLS Refurbishment Follow-On,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0003920D0025,2024-06-20,ev:lrae_navwar_2024-06:row478
need:lrae_navwar_2024-06:k:1da7d7b87065,k:1da7d7b87065,,Engineering Services for MIDS_LVT(4) SN 3653 Chassis Spider Cable ERA,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,,,2024-06-20,ev:lrae_navwar_2024-06:row479
need:lrae_navwar_2024-06:k:9616ea28baf4,k:9616ea28baf4,,"LBS-G Production TO 17, FY24 RDT&E",pmw:120,PMW-120 - PMW-120 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row480
need:lrae_navwar_2024-06:k:4f4ff35c9a4d,k:4f4ff35c9a4d,,Philippines C4ISTAR Life Cycle Support,pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row481
need:lrae_navwar_2024-06:k:c5b1e560642b,k:c5b1e560642b,,WAMS TO # 4 - P00001,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2024-06-20,ev:lrae_navwar_2024-06:row482
