id,record_key,pid,title,office_id,office_code_string,contracting_office_uic,follow_on_or_new,predecessor_refs,valid_from,evidence_id
need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW/A-170-0002,N00039-25-RFPREQ-PMW/A-170-0002,N00039-25-RFPREQ-PMW/A-170-0002,BRSE Production (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row410
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0194,N00039-23-RFPREQ-PMW/A-170-0194,N00039-23-RFPREQ-PMW/A-170-0194,PRC-167 J&A,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row411
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0148,N00039-23-RFPREQ-PMW/A-170-0148,N00039-23-RFPREQ-PMW/A-170-0148,NTCDL – 3-Yr Contract Extension,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row412
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMA/PMW-101-0014,N00039-23-RFPREQ-PMA/PMW-101-0014,N00039-23-RFPREQ-PMA/PMW-101-0014,Lot 12 Production Buy (C),pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row413
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PEO-C4I-0014,N00039-22-RFPREQ-PEO-C4I-0014,N00039-22-RFPREQ-PEO-C4I-0014,PEO C4I Business Financial Mgmt (C),peo:c4i,PEO-C4I - PEO-C4I - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row414
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0040,N00039-23-RFPREQ-PMW-150-0040,N00039-23-RFPREQ-PMW-150-0040,PMW 150 ILS and Training Support (C),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,Follow-on,N0003919F3501,2023-06-20,ev:lrae_navwar_2023-06:row415
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-790-0021,N00039-23-RFPREQ-PMW-790-0021,N00039-23-RFPREQ-PMW-790-0021,Program Management Support Services (C),pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,Follow-on,N0003917F3006,2023-06-20,ev:lrae_navwar_2023-06:row416
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-120-0001,N00039-24-RFPREQ-PMW-120-0001,N00039-24-RFPREQ-PMW-120-0001,PMW 120 Professional Support Services (C),pmw:120,PMW-120 - PMW-120 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row417
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PEO-C4I-0001,N00039-24-RFPREQ-PEO-C4I-0001,N00039-24-RFPREQ-PEO-C4I-0001,PEO C4I Executive Office Support Services (C),peo:c4i,PEO-C4I - PEO-C4I - NAVWAR,N00039,Follow-on,,2023-06-20,ev:lrae_navwar_2023-06:row418
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PEO-C4I-0014,N00039-23-RFPREQ-PEO-C4I-0014,N00039-23-RFPREQ-PEO-C4I-0014,"Design Development Support for PEO C4I, NAVWAR, and Sub Organizations (C)",peo:c4i,PEO-C4I - PEO-C4I - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row419
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-770-0009,N00039-24-RFPREQ-PMW-770-0009,N00039-24-RFPREQ-PMW-770-0009,"Engineering Systems, Security, and MBSE Services (C)",pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,Follow-on,N0003920F3014,2023-06-20,ev:lrae_navwar_2023-06:row420
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0002,N00039-22-RFPREQ-PMW-790-0002,N00039-22-RFPREQ-PMW-790-0002,C4I Arsenal - New Procurement (C),pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row423
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0034,N00039-22-RFPREQ-PMW-790-0034,N00039-22-RFPREQ-PMW-790-0034,Consumption-Based Procurement (C),pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row424
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-770-0004,N00039-23-RFPREQ-PMW-770-0004,N00039-23-RFPREQ-PMW-770-0004,"CSRR C&M Software  Maintenance, Sustainment and Development -  Follow-On contract (C)",pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,Follow-on,N0003918C0033,2023-06-20,ev:lrae_navwar_2023-06:row425
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-770-0024,N00039-23-RFPREQ-PMW-770-0024,N00039-23-RFPREQ-PMW-770-0024,OE-315 AIS Amplifier Procurement (C),pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row426
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-770-0008,N00039-24-RFPREQ-PMW-770-0008,N00039-24-RFPREQ-PMW-770-0008,LBUCS Receive Version 2 Production (C),pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row427
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-770-0034,N00039-23-RFPREQ-PMW-770-0034,N00039-23-RFPREQ-PMW-770-0034,FY25 OE-538 Production Re-compete (C),pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,Follow-on,N0003920C0013,2023-06-20,ev:lrae_navwar_2023-06:row428
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-790-0011,N00039-23-RFPREQ-PMW-790-0011,N00039-23-RFPREQ-PMW-790-0011,VIASAT TRANSEC FMS ENGINEERING SERVICES (ENG VM300M CARD FOR RT-1829/1830) TASK ORDER,pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row429
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0003,N00039-22-RFPREQ-PMW-790-0003,N00039-22-RFPREQ-PMW-790-0003,VIASAT TRANSEC VM300M DELIVERY ORDER (DOMESTIC) AWARD,pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row430
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0017,N00039-22-RFPREQ-PMW-790-0017,N00039-22-RFPREQ-PMW-790-0017,VIASAT TRANSEC VM300M DELIVERY ORDER (INTERNATIONAL - AUS) AWARD,pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row431
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-790-0006,N00039-22-RFPREQ-PMW-790-0006,N00039-22-RFPREQ-PMW-790-0006,"VIASAT TRANSEC IDIQ Ceiling Increase, VM300M Card Pricing and FMS Modification",pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,Follow-on,N0003916D0010,2023-06-20,ev:lrae_navwar_2023-06:row432
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-740-0006,N00039-22-RFPREQ-PMW-740-0006,N00039-22-RFPREQ-PMW-740-0006,PEO C4I PMW 740 TAIWAN SHIP INSTALLATIONS (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row632
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-740-0012,N00039-22-RFPREQ-PMW-740-0012,N00039-22-RFPREQ-PMW-740-0012,Saudi Arabia/Oman CENTCOM Partner Network (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row633
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0002,N00039-24-RFPREQ-PMW-740-0002,N00039-24-RFPREQ-PMW-740-0002,Morocco Microwave Transmission Network Phase 1A (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row634
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0049,N00039-23-RFPREQ-PMW-740-0049,N00039-23-RFPREQ-PMW-740-0049,Philippines Basa Wing Operations Center (WOC) Phase 2 & 3 (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row635
need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0005,N00039-25-RFPREQ-PMW-740-0005,N00039-25-RFPREQ-PMW-740-0005,PEO C4I PMW 740 Taiwan Training Incremental (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row636
need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0006,N00039-25-RFPREQ-PMW-740-0006,N00039-25-RFPREQ-PMW-740-0006,PEO C4I PMW-740 Taiwan Engineering Support Incremental (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row637
need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0004,N00039-25-RFPREQ-PMW-740-0004,N00039-25-RFPREQ-PMW-740-0004,PEO C4I PMW 740 Taiwan Installation Support Incremental (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row638
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0046,N00039-23-RFPREQ-PMW-740-0046,N00039-23-RFPREQ-PMW-740-0046,COMMUNICATIONS SECURITY (COMSEC) ACCOUNTING / SPECIAL INVENTORY MANAGER (SIM) SUPPORT SERVICES INDEFINITE DELIVERY INDEFINITE QUANTITY (IDIQ) MULTIPLE AWARD CONTRACT (MAC) II (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,N0003919D0026 N0003919D0027 N0003919D0028 N0003919D0029,2023-06-20,ev:lrae_navwar_2023-06:row639
need:lrae_navwar_2023-06:N00039-26-RFPREQ-PMW-740-0003,N00039-26-RFPREQ-PMW-740-0003,N00039-26-RFPREQ-PMW-740-0003,PEO C4I PMW 740 Taiwan Life Cycle Support Incremental (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row640
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0008,N00039-24-RFPREQ-PMW-740-0008,N00039-24-RFPREQ-PMW-740-0008,Singapore COMSEC Task Order (2024) (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row641
need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW-740-0007,N00039-25-RFPREQ-PMW-740-0007,N00039-25-RFPREQ-PMW-740-0007,Malaysia COMSEC Task Order (2026) (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row642
need:lrae_navwar_2023-06:N00039-27-RFPREQ-PMW-740-0001,N00039-27-RFPREQ-PMW-740-0001,N00039-27-RFPREQ-PMW-740-0001,India COMSEC Task Order (2027) (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row643
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-740-0007,N00039-24-RFPREQ-PMW-740-0007,N00039-24-RFPREQ-PMW-740-0007,C4I Integrated International Solutions (CIIS) - II (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,Follow-on,N0003920D0060 N0003920D0061 N0003920D0062 N0003920D0063 N0003920D0064,2023-06-20,ev:lrae_navwar_2023-06:row644
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-740-0011,N00039-23-RFPREQ-PMW-740-0011,N00039-23-RFPREQ-PMW-740-0011,"Bahrain CENTCOM Partner Network Second FSR (FMS Case BA-P-GBM, A2))",pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row645
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-160-0001,N00039-24-RFPREQ-PMW-160-0001,N00039-24-RFPREQ-PMW-160-0001,CANES TVE Follow-On (FO) (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,Follow-on,N0003919D0007,2023-06-20,ev:lrae_navwar_2023-06:row646
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0087,N00039-23-RFPREQ-PMW-160-0087,N00039-23-RFPREQ-PMW-160-0087,CANES MAC- N0003923R9101 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row647
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0088,N00039-23-RFPREQ-PMW-160-0088,N00039-23-RFPREQ-PMW-160-0088,CANES MAC- N0003923R9103 Components (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row648
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0097,N00039-23-RFPREQ-PMW-160-0097,N00039-23-RFPREQ-PMW-160-0097,CANES MAC- N0003923R9102 CTUs (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row649
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0106,N00039-23-RFPREQ-PMW-160-0106,N00039-23-RFPREQ-PMW-160-0106,CANES MAC- N0003923R9104 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row650
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0107,N00039-23-RFPREQ-PMW-160-0107,N00039-23-RFPREQ-PMW-160-0107,CANES MAC- N0003923R9105 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row651
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-160-0003,N00039-24-RFPREQ-PMW-160-0003,N00039-24-RFPREQ-PMW-160-0003,CANES MAC- N0003923R9106 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row652
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0086,N00039-23-RFPREQ-PMW-160-0086,N00039-23-RFPREQ-PMW-160-0086,PMW 160 CANES DIGITAL TWIN IDT SBIR OY2 Exercise and Technical Direction Letter 2 (TDL2),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row653
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-750-0004,N00039-22-RFPREQ-PMW-750-0004,N00039-22-RFPREQ-PMW-750-0004,LHA 8 Shipboard Integration (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row656
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW-130-0009,N00039-22-RFPREQ-PMW-130-0009,N00039-22-RFPREQ-PMW-130-0009,N0003919D0034_N0003922F4027,pmw:130,PMW-130 - PMW-130 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row657
