id,record_key,pid,title,office_id,office_code_string,contracting_office_uic,follow_on_or_new,predecessor_refs,valid_from,evidence_id
need:lrae_navwar_2023-06:N00039-26-RFPREQ-PMA/PMW-101-0003,N00039-26-RFPREQ-PMA/PMW-101-0003,N00039-26-RFPREQ-PMA/PMW-101-0003,MIDS FMS Program Support Services (C),pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row169
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-750-0014,N00039-23-RFPREQ-PMW-750-0014,N00039-23-RFPREQ-PMW-750-0014,CVN 68 Class Shock Testing for the RCS RCOH Design (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row171
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-750-0001,N00039-24-RFPREQ-PMW-750-0001,N00039-24-RFPREQ-PMW-750-0001,CVN 75 RCOH RCS CSIF and Shipboard Integration (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row172
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-750-0002,N00039-24-RFPREQ-PMW-750-0002,N00039-24-RFPREQ-PMW-750-0002,CVN 75 RCOH SSES CSIF and Shipboard Integration (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row173
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW-750-0003,N00039-24-RFPREQ-PMW-750-0003,N00039-24-RFPREQ-PMW-750-0003,CVN 75 RCOH DS Shipboard Integration (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row174
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-750-0015,N00039-23-RFPREQ-PMW-750-0015,N00039-23-RFPREQ-PMW-750-0015,CVN 75 RCOH Removals and Shipboard Zone Integration (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row175
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-760-0020,N00039-23-RFPREQ-PMW-760-0020,N00039-23-RFPREQ-PMW-760-0020,NSC2I TATS 8-13. (C),pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row176
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-760-0021,N00039-23-RFPREQ-PMW-760-0021,N00039-23-RFPREQ-PMW-760-0021,NSC2I LPD.  29.30.31. (C),pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row177
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-760-0029,N00039-23-RFPREQ-PMW-760-0029,N00039-23-RFPREQ-PMW-760-0029,NSC2I FFG 62. (C),pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row178
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-750-0016,N00039-23-RFPREQ-PMW-750-0016,N00039-23-RFPREQ-PMW-750-0016,CVN 74 RCOH Multifunction Copier Installation (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row179
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-760-0016,N00039-23-RFPREQ-PMW-760-0016,N00039-23-RFPREQ-PMW-760-0016,NSC2I EPF14-16.  EMS 1. (C),pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row180
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-760-0031,N00039-23-RFPREQ-PMW-760-0031,N00039-23-RFPREQ-PMW-760-0031,NSC2I FFG 63. (C),pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row181
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-760-0032,N00039-23-RFPREQ-PMW-760-0032,N00039-23-RFPREQ-PMW-760-0032,NSC2I TAO 207-210. (C),pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row182
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0069,N00039-23-RFPREQ-PMW-150-0069,N00039-23-RFPREQ-PMW-150-0069,SOLUTE SSCP PoP extension / ceiling increase,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row183
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0059,N00039-23-RFPREQ-PMW-150-0059,N00039-23-RFPREQ-PMW-150-0059,N00039-23-RFPREQ-PMW-150-LGRAID-0001,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row184
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0033,N00039-23-RFPREQ-PMW-150-0033,N00039-23-RFPREQ-PMW-150-0033,SETA Recompete/21F3000 Follow-On (C),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,Follow-on,N0003921F3000,2023-06-20,ev:lrae_navwar_2023-06:row187
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMA/PMW-101-0010,N00039-23-RFPREQ-PMA/PMW-101-0010,N00039-23-RFPREQ-PMA/PMW-101-0010,MIDS Engineering/Logistics Re-compete/21F3011 Follow-On (C),pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,Follow-on,N0003921F3011,2023-06-20,ev:lrae_navwar_2023-06:row189
need:lrae_navwar_2023-06:N00039-26-RFPREQ-PMW/A-170-0001,N00039-26-RFPREQ-PMW/A-170-0001,N00039-26-RFPREQ-PMW/A-170-0001,DMR - PA MAC Follow-on (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row191
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0133,N00039-23-RFPREQ-PMW/A-170-0133,N00039-23-RFPREQ-PMW/A-170-0133,DMR - SMRC OTA (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row192
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0230,N00039-23-RFPREQ-PMW/A-170-0230,N00039-23-RFPREQ-PMW/A-170-0230,DMR - Lab Repairs - 22R2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row193
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0185,N00039-23-RFPREQ-PMW/A-170-0185,N00039-23-RFPREQ-PMW/A-170-0185,DMR - CVN 79 Upgrade - 18D0004,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row194
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0163,N00039-23-RFPREQ-PMW/A-170-0163,N00039-23-RFPREQ-PMW/A-170-0163,DMR - DDG 127 Repairs,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row195
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0180,N00039-23-RFPREQ-PMW/A-170-0180,N00039-23-RFPREQ-PMW/A-170-0180,DMR - ATC Phase 3 - 22R2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row196
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0181,N00039-23-RFPREQ-PMW/A-170-0181,N00039-23-RFPREQ-PMW/A-170-0181,DMR - AEGIS Grooms -22R2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row197
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0182,N00039-23-RFPREQ-PMW/A-170-0182,N00039-23-RFPREQ-PMW/A-170-0182,DMR - DMR Parts Repair - 22R2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row198
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0005,N00039-24-RFPREQ-PMW/A-170-0005,N00039-24-RFPREQ-PMW/A-170-0005,DMR - TTAM IW and 5kHz - 22R2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row199
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0006,N00039-24-RFPREQ-PMW/A-170-0006,N00039-24-RFPREQ-PMW/A-170-0006,DMR - HMI/ITU - 22R2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row200
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0007,N00039-24-RFPREQ-PMW/A-170-0007,N00039-24-RFPREQ-PMW/A-170-0007,DMR - PACU 461 - 22R2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row201
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0008,N00039-24-RFPREQ-PMW/A-170-0008,N00039-24-RFPREQ-PMW/A-170-0008,DMR - DOCCT/S - 22R2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row202
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0009,N00039-24-RFPREQ-PMW/A-170-0009,N00039-24-RFPREQ-PMW/A-170-0009,DMR - CCAS - 22R2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row203
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0010,N00039-24-RFPREQ-PMW/A-170-0010,N00039-24-RFPREQ-PMW/A-170-0010,DMR - HF Receiver Replacement - 22R2000,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row204
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0014,N00039-23-RFPREQ-PMW/A-170-0014,N00039-23-RFPREQ-PMW/A-170-0014,DMR -MUOS WF 3.2 SW Development (Phase II) - 18D0002,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row205
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0015,N00039-23-RFPREQ-PMW/A-170-0015,N00039-23-RFPREQ-PMW/A-170-0015,DMR - SATURN SW Development (Phase I) - 18D0002,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row206
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0220,N00039-23-RFPREQ-PMW/A-170-0220,N00039-23-RFPREQ-PMW/A-170-0220,DMR - 500W Power Amplifier OTP,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row207
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0001,N00039-23-RFPREQ-PMW-160-0001,N00039-23-RFPREQ-PMW-160-0001,ADNS Production MAC RFP #24 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row208
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-160-0002,N00039-23-RFPREQ-PMW-160-0002,N00039-23-RFPREQ-PMW-160-0002,ADNS Production MAC RFP #25 (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row209
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0108,N00039-23-RFPREQ-PMW/A-170-0108,N00039-23-RFPREQ-PMW/A-170-0108,ATIP - TO#21 Server and TIF repairs,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row221
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0113,N00039-23-RFPREQ-PMW/A-170-0113,N00039-23-RFPREQ-PMW/A-170-0113,ESRP TO38 '23OMN ISEA,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row222
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0114,N00039-23-RFPREQ-PMW/A-170-0114,N00039-23-RFPREQ-PMW/A-170-0114,ESRP TO39 SMT FINAL PHASE,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row223
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0115,N00039-23-RFPREQ-PMW/A-170-0115,N00039-23-RFPREQ-PMW/A-170-0115,ESRP TO40 '23RDT&E/OPN INITITIVE-01,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Secret,,2023-06-20,ev:lrae_navwar_2023-06:row224
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0173,N00039-23-RFPREQ-PMW/A-170-0173,N00039-23-RFPREQ-PMW/A-170-0173,All SATCOM Multi Award Contract - Admin (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row374
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0191,N00039-23-RFPREQ-PMW/A-170-0191,N00039-23-RFPREQ-PMW/A-170-0191,NSLC-A Communications System - Admin (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row375
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0255,N00039-23-RFPREQ-PMW/A-170-0255,N00039-23-RFPREQ-PMW/A-170-0255,STtNG Inc 3 Production Contract - Admin (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N6833522C0473,2023-06-20,ev:lrae_navwar_2023-06:row376
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0259,N00039-23-RFPREQ-PMW/A-170-0259,N00039-23-RFPREQ-PMW/A-170-0259,ATIP - TIF-TD Price Tables,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,,2023-06-20,ev:lrae_navwar_2023-06:row377
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0275,N00039-23-RFPREQ-PMW/A-170-0275,N00039-23-RFPREQ-PMW/A-170-0275,NMT FOFD FY23 Spares Buy,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row378
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0256,N00039-23-RFPREQ-PMW/A-170-0256,N00039-23-RFPREQ-PMW/A-170-0256,STtNG SBIR Phase II.5 PNT Study - Admin,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row379
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0241,N00039-23-RFPREQ-PMW/A-170-0241,N00039-23-RFPREQ-PMW/A-170-0241,STtNG SBIR Phase II.5 PRAs - Admin,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row380
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0229,N00039-23-RFPREQ-PMW/A-170-0229,N00039-23-RFPREQ-PMW/A-170-0229,Phase Sensitive Innovations SBIR Phase III,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N6833522C0216,2023-06-20,ev:lrae_navwar_2023-06:row381
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0223,N00039-23-RFPREQ-PMW/A-170-0223,N00039-23-RFPREQ-PMW/A-170-0223,STtNG SBIR Phase II.5 Environmental Testing - Admin,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row382
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0155,N00039-23-RFPREQ-PMW/A-170-0155,N00039-23-RFPREQ-PMW/A-170-0155,Big Sky Production and Sustainment Contract,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row383
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0174,N00039-23-RFPREQ-PMW/A-170-0174,N00039-23-RFPREQ-PMW/A-170-0174,NMT FOFD Extension (No cost action – Admin Only),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row384
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0021,N00039-22-RFPREQ-PMW/A-170-0021,N00039-22-RFPREQ-PMW/A-170-0021,NMT-X - Follow-on,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0003916C0050,2023-06-20,ev:lrae_navwar_2023-06:row385
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0105,N00039-23-RFPREQ-PMW/A-170-0105,N00039-23-RFPREQ-PMW/A-170-0105,NMT FOFD - NGEN OIU Procurements,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row386
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0106,N00039-23-RFPREQ-PMW/A-170-0106,N00039-23-RFPREQ-PMW/A-170-0106,NMT FOFD - Last Time Buys,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row387
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0012,N00039-23-RFPREQ-PMW/A-170-0012,N00039-23-RFPREQ-PMW/A-170-0012,WAMS DO#5 - Long Lead Buy,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row388
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0001,N00039-24-RFPREQ-PMW/A-170-0001,N00039-24-RFPREQ-PMW/A-170-0001,WAMS - EDM Repairs,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row389
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW/A-170-0013,N00039-23-RFPREQ-PMW/A-170-0013,N00039-23-RFPREQ-PMW/A-170-0013,WAMS - KLIF/Mission Planning,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row390
need:lrae_navwar_2023-06:N00039-24-RFPREQ-PMW/A-170-0002,N00039-24-RFPREQ-PMW/A-170-0002,N00039-24-RFPREQ-PMW/A-170-0002,WAMS - Spec 1.9 added to contract,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row391
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0002,N00039-22-RFPREQ-PMW/A-170-0002,N00039-22-RFPREQ-PMW/A-170-0002,CBSP Engineering Services Sustainment,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,,2023-06-20,ev:lrae_navwar_2023-06:row392
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0003,N00039-22-RFPREQ-PMW/A-170-0003,N00039-22-RFPREQ-PMW/A-170-0003,STtNG Phase III Production - Admin,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row393
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0004,N00039-22-RFPREQ-PMW/A-170-0004,N00039-22-RFPREQ-PMW/A-170-0004,CBSP AC2 Modem Follow On - Admin,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0003918D0007,2023-06-20,ev:lrae_navwar_2023-06:row394
need:lrae_navwar_2023-06:N00039-22-RFPREQ-PMW/A-170-0010,N00039-22-RFPREQ-PMW/A-170-0010,N00039-22-RFPREQ-PMW/A-170-0010,ATIP - Ceiling Increase (No cost action – Admin Only),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row395
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0014,N00039-23-RFPREQ-PMW-150-0014,N00039-23-RFPREQ-PMW-150-0014,NILE End to End Test Station (Market Research) (C),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row396
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0069,N00039-23-RFPREQ-PMW-120-0069,N00039-23-RFPREQ-PMW-120-0069,LBS G_Production_MOD TO 09,pmw:120,PMW-120 - PMW-120 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row400
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0063,N00039-23-RFPREQ-PMW-120-0063,N00039-23-RFPREQ-PMW-120-0063,LBS G Production TO XX New Order,pmw:120,PMW-120 - PMW-120 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row401
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0056,N00039-23-RFPREQ-PMW-120-0056,N00039-23-RFPREQ-PMW-120-0056,"DATEM, TO 02",pmw:120,PMW-120 - PMW-120 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row403
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-120-0052,N00039-23-RFPREQ-PMW-120-0052,N00039-23-RFPREQ-PMW-120-0052,LBS-G PROD_TO 10_TBD,pmw:120,PMW-120 - PMW-120 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row404
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0062,N00039-23-RFPREQ-PMW-150-0062,N00039-23-RFPREQ-PMW-150-0062,ISS 5 Task Order 2 Descoping,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row405
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0063,N00039-23-RFPREQ-PMW-150-0063,N00039-23-RFPREQ-PMW-150-0063,Link 22 Training Services Task Order 2,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row406
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0029,N00039-23-RFPREQ-PMW-150-0029,N00039-23-RFPREQ-PMW-150-0029,LLC 7M DO 15: LLC 7M fixes,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row407
need:lrae_navwar_2023-06:N00039-23-RFPREQ-PMW-150-0007,N00039-23-RFPREQ-PMW-150-0007,N00039-23-RFPREQ-PMW-150-0007,NILE ISS 5 (N0003922D1004) Task Order 3,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2023-06-20,ev:lrae_navwar_2023-06:row408
need:lrae_navwar_2023-06:N00039-25-RFPREQ-PMW/A-170-0001,N00039-25-RFPREQ-PMW/A-170-0001,N00039-25-RFPREQ-PMW/A-170-0001,NTCDL – Follow-On Production and ESS Contract (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2023-06-20,ev:lrae_navwar_2023-06:row409
