id,record_key,pid,title,office_id,office_code_string,contracting_office_uic,follow_on_or_new,predecessor_refs,valid_from,evidence_id
need:lrae_navwar_2025-06:N00039-23-RFPREQ-PMW/A-170-0155,N00039-23-RFPREQ-PMW/A-170-0155,N00039-23-RFPREQ-PMW/A-170-0155,MAT Production and Sustainment,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row100
need:lrae_navwar_2025-06:N00039-23-RFPREQ-PMW/A-170-0173,N00039-23-RFPREQ-PMW/A-170-0173,N00039-23-RFPREQ-PMW/A-170-0173,All SATCOM Multi Award Contract (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row101
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0001,N00039-24-RFPREQ-PMW-750-0001,N00039-24-RFPREQ-PMW-750-0001,CVN 75 RCOH RCS CSIF and Shipboard Integration (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row103
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0002,N00039-24-RFPREQ-PMW-750-0002,N00039-24-RFPREQ-PMW-750-0002,CVN 75 RCOH SSES CSIF and Shipboard Integration (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row104
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0003,N00039-24-RFPREQ-PMW-750-0003,N00039-24-RFPREQ-PMW-750-0003,CVN 75 RCOH DS Shipboard Integration (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row105
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-120-0001,N00039-24-RFPREQ-PMW-120-0001,N00039-24-RFPREQ-PMW-120-0001,PMW 120 Professional Support Services (C),pmw:120,PMW-120 - PMW-120 - NAVWAR,N00039,Follow-on,N0017819D7264 N0003921F3003,2025-06-19,ev:lrae_navwar_2025-06:row106
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PEO-C4I-0001,N00039-24-RFPREQ-PEO-C4I-0001,N00039-24-RFPREQ-PEO-C4I-0001,PEO C4I Executive Office Support Services (C),peo:c4i,C4IEXEC - PEO C4I Front Office - NAVWAR,N00039,Follow-on,N0003920F3502,2025-06-19,ev:lrae_navwar_2025-06:row107
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0001,N00039-25-RFPREQ-PMW/A-170-0001,N00039-25-RFPREQ-PMW/A-170-0001,NTCDL – Follow-On Production and ESS Contract (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0003916C0087,2025-06-19,ev:lrae_navwar_2025-06:row108
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW/A-170-0004,N00039-24-RFPREQ-PMW/A-170-0004,N00039-24-RFPREQ-PMW/A-170-0004,BRSE Long-Term Production Contract (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row109
need:lrae_navwar_2025-06:N00039-23-RFPREQ-PMA/PMW-101-0017,N00039-23-RFPREQ-PMA/PMW-101-0017,N00039-23-RFPREQ-PMA/PMW-101-0017,MIDS-LVT IDIQ - New Contracts (C),pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,Follow-on,N0003915D0042 N0003915D0043,2025-06-19,ev:lrae_navwar_2025-06:row111
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW/A-170-0014,N00039-24-RFPREQ-PMW/A-170-0014,N00039-24-RFPREQ-PMW/A-170-0014,WAMS - TO # 6 EDM Buy,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row112
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0006,N00039-25-RFPREQ-PMW-740-0006,N00039-25-RFPREQ-PMW-740-0006,Taiwan Engineering Support (2024) (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row113
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-740-0005,N00039-24-RFPREQ-PMW-740-0005,N00039-24-RFPREQ-PMW-740-0005,TECRO Integration and Installation Support (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row114
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMA/PMW-101-0003,N00039-26-RFPREQ-PMA/PMW-101-0003,N00039-26-RFPREQ-PMA/PMW-101-0003,MIDS FMS Program Support Services (C),pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row115
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-770-0008,N00039-24-RFPREQ-PMW-770-0008,N00039-24-RFPREQ-PMW-770-0008,LBUCS Receive Version 2 Development and Production (C),pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row116
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-770-0009,N00039-24-RFPREQ-PMW-770-0009,N00039-24-RFPREQ-PMW-770-0009,"Engineering Systems, Security, and MBSE Services (C)",pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,Follow-on,N0017819D7674,2025-06-19,ev:lrae_navwar_2025-06:row117
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMA/PMW-101-0005,N00039-26-RFPREQ-PMA/PMW-101-0005,N00039-26-RFPREQ-PMA/PMW-101-0005,Front Office Contract Re-compete (C),pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,Follow-on,N0017819D7675,2025-06-19,ev:lrae_navwar_2025-06:row120
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0005,N00039-25-RFPREQ-PMW-740-0005,N00039-25-RFPREQ-PMW-740-0005,Taiwan Training (2025) (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row121
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-740-0055,N00039-24-RFPREQ-PMW-740-0055,N00039-24-RFPREQ-PMW-740-0055,COMSEC Custodian / IM Support Services (Seaport NxG TO) (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,N0003919D0026,2025-06-19,ev:lrae_navwar_2025-06:row122
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-740-0007,N00039-24-RFPREQ-PMW-740-0007,N00039-24-RFPREQ-PMW-740-0007,C4I Integrated International Solutions (CIIS) - II (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,Follow-on,N0003920D0060,2025-06-19,ev:lrae_navwar_2025-06:row123
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-740-0003,N00039-26-RFPREQ-PMW-740-0003,N00039-26-RFPREQ-PMW-740-0003,Taiwan LCS (2025) (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row126
need:lrae_navwar_2025-06:N00039-23-RFPREQ-PMW-160-0108,N00039-23-RFPREQ-PMW-160-0108,N00039-23-RFPREQ-PMW-160-0108,ADNS MAC N0003925R9510 (New Award FY25) (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row127
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-160-0002,N00039-24-RFPREQ-PMW-160-0002,N00039-24-RFPREQ-PMW-160-0002,PMW 160 Engineering Support Services (ESS) Follow-on Contract Base Year (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,Follow-on,N0017819D7264,2025-06-19,ev:lrae_navwar_2025-06:row128
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW/A-170-0015,N00039-24-RFPREQ-PMW/A-170-0015,N00039-24-RFPREQ-PMW/A-170-0015,CDLS Sustainment Follow-On,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0003920D0025,2025-06-19,ev:lrae_navwar_2025-06:row133
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0067,N00039-25-RFPREQ-PMW-150-0067,N00039-25-RFPREQ-PMW-150-0067,NILE In-Service Support (ISS) 6 Contract (C),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,Follow-on,N0003922D1004,2025-06-19,ev:lrae_navwar_2025-06:row139
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0002,N00039-25-RFPREQ-PMW-150-0002,N00039-25-RFPREQ-PMW-150-0002,Seaport PSS Base Contract Follow On (C),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row140
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-740-0005,N00039-26-RFPREQ-PMW-740-0005,N00039-26-RFPREQ-PMW-740-0005,Integrated International Support Services (follow-on) (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,Follow-on,,2025-06-19,ev:lrae_navwar_2025-06:row141
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-160-0068,N00039-24-RFPREQ-PMW-160-0068,N00039-24-RFPREQ-PMW-160-0068,PSS Recompete/20F3016 Follow-On (C),pmw:160,PMW-160 - PMW-160 - NAVWAR,N00039,Follow-on,N0003920F3016,2025-06-19,ev:lrae_navwar_2025-06:row142
need:lrae_navwar_2025-06:N00039-24-RFPREQ-C4IEXEC-0002,N00039-24-RFPREQ-C4IEXEC-0002,N00039-24-RFPREQ-C4IEXEC-0002,C-SEA (C),peo:c4i,C4IEXEC - PEO C4I Front Office - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row143
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PEO-C4I-0012,N00039-24-RFPREQ-PEO-C4I-0012,N00039-24-RFPREQ-PEO-C4I-0012,MIDS WDL SF2 Production (C),peo:c4i,C4IEXEC - PEO C4I Front Office - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row145
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW/A-170-0413,N00039-24-RFPREQ-PMW/A-170-0413,N00039-24-RFPREQ-PMW/A-170-0413,ESRP Base Contract Ceiling Increase,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row147
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-740-0059,N00039-24-RFPREQ-PMW-740-0059,N00039-24-RFPREQ-PMW-740-0059,Romania MDA SCOMAR Upgrade,pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row148
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0061,N00039-25-RFPREQ-PMW-740-0061,N00039-25-RFPREQ-PMW-740-0061,Bahamas MSS 3/4 (New),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row149
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-760-0052,N00039-24-RFPREQ-PMW-760-0052,N00039-24-RFPREQ-PMW-760-0052,NSC2I. AS(X) Phase 1-3 AWARD (C),pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row153
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-760-0055,N00039-24-RFPREQ-PMW-760-0055,N00039-24-RFPREQ-PMW-760-0055,PMW 760 Next Generation C4I Integration Requirement (FY26) (C),pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row156
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0115,N00039-24-RFPREQ-PMA/PMW-101-0115,N00039-24-RFPREQ-PMA/PMW-101-0115,Order to Contract #N0003922D4001_EVTT Upgrade,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row159
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-150-0157,N00039-24-RFPREQ-PMW-150-0157,N00039-24-RFPREQ-PMW-150-0157,NILE LLC 7M Production Follow-on,pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,Follow-on,N0003916D0075,2025-06-19,ev:lrae_navwar_2025-06:row160
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-740-0078,N00039-24-RFPREQ-PMW-740-0078,N00039-24-RFPREQ-PMW-740-0078,Bahrain Coastal Surveillance System Upgrade and Expansion (FMS Case BA-P-LBG),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,Follow-on,N0003920D0062 N0003921F4050,2025-06-19,ev:lrae_navwar_2025-06:row161
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0267,N00039-24-RFPREQ-PMA/PMW-101-0267,N00039-24-RFPREQ-PMA/PMW-101-0267,N0003922D4001_GE_TATS,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row162
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-770-0044,N00039-24-RFPREQ-PMW-770-0044,N00039-24-RFPREQ-PMW-770-0044,OE-538B Re-compete Contract (C),pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row163
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-760-0068,N00039-24-RFPREQ-PMW-760-0068,N00039-24-RFPREQ-PMW-760-0068,NSC2I FFG 64-65 Procurement & C-SIF AWARD. (C),pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row165
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW/A-170-0543,N00039-24-RFPREQ-PMW/A-170-0543,N00039-24-RFPREQ-PMW/A-170-0543,DMR - Antenna Spares Mod (Ramp Encoder Kit & Nameplate) - 18D0004,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row166
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW/A-170-0559,N00039-24-RFPREQ-PMW/A-170-0559,N00039-24-RFPREQ-PMW/A-170-0559,WAMS OTB - TO#1,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row167
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0030,N00039-25-RFPREQ-PMW/A-170-0030,N00039-25-RFPREQ-PMW/A-170-0030,WAMS Phase II - TO TBD,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row168
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0124,N00039-25-RFPREQ-PMW-790-0124,N00039-25-RFPREQ-PMW-790-0124,EVERFOX PLA (STACC) (C),pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,Follow-on,NNG15SD71B N0003924F7827,2025-06-19,ev:lrae_navwar_2025-06:row169
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0032,N00039-24-RFPREQ-PMW-750-0032,N00039-24-RFPREQ-PMW-750-0032,CVN 81 RCS/DS/SSES (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row170
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0157,N00039-25-RFPREQ-PMW-790-0157,N00039-25-RFPREQ-PMW-790-0157,evergreen FKNA Pure Storage (VSE) (C),pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row171
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-790-0153,N00039-25-RFPREQ-PMW-790-0153,N00039-25-RFPREQ-PMW-790-0153,SYBASE (GCCS-J) (C),pmw:790,PMW-790 - PMW-790 - NAVWAR,N00039,Follow-on,NNG15SC82B N0003924F2167,2025-06-19,ev:lrae_navwar_2025-06:row172
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0202,N00039-25-RFPREQ-PMW/A-170-0202,N00039-25-RFPREQ-PMW/A-170-0202,ESRP - New TO - OPN Sustainment (Hardware),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row320
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0204,N00039-25-RFPREQ-PMW/A-170-0204,N00039-25-RFPREQ-PMW/A-170-0204,ESRP TO40 (24F2207) Mod - FY25 TeraScan Annual License Renewal,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row321
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0240,N00039-25-RFPREQ-PMW/A-170-0240,N00039-25-RFPREQ-PMW/A-170-0240,"PMW/A 170 Cybersecurity, Engineering, and Technical Support Follow-On Task Order",pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0017819D7769 N0003921F3012,2025-06-19,ev:lrae_navwar_2025-06:row322
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0222,N00039-25-RFPREQ-PMW/A-170-0222,N00039-25-RFPREQ-PMW/A-170-0222,ESRP New TO Final SMT Phase/Completion,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row323
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0223,N00039-25-RFPREQ-PMW/A-170-0223,N00039-25-RFPREQ-PMW/A-170-0223,ESRP New TO SCN Ships,pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row324
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-740-0013,N00039-25-RFPREQ-PMW-740-0013,N00039-25-RFPREQ-PMW-740-0013,Iraqi Navy MSS Upgrade and Sustainment (IQ-P-GAI) (C),pmw:740,PMW-740 - PMW-740 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row325
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW/A-170-0239,N00039-25-RFPREQ-PMW/A-170-0239,N00039-25-RFPREQ-PMW/A-170-0239,PMW/A 170 Integrated Logistics Support Services - Follow-On (C),pmw:170,PMW/A-170 - PMW/A-170 - NAVWAR,N00039,Follow-on,N0017819D7769 N0003921F3004,2025-06-19,ev:lrae_navwar_2025-06:row326
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMW-750-0036,N00039-24-RFPREQ-PMW-750-0036,N00039-24-RFPREQ-PMW-750-0036,CVN 75 RCOH Interior Communications (IC) Installation (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row327
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-150-0027,N00039-25-RFPREQ-PMW-150-0027,N00039-25-RFPREQ-PMW-150-0027,Link 16 02 MOS Mod BPA Call 8 (C),pmw:150,PMW-150 - PMW-150 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row329
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0022,N00039-25-RFPREQ-PMA/PMW-101-0022,N00039-25-RFPREQ-PMA/PMW-101-0022,LCM Procurement and Sustainment,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row332
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-120-0013,N00039-25-RFPREQ-PMW-120-0013,N00039-25-RFPREQ-PMW-120-0013,LBS-G_N0003921D6001_TO 25 RDTE (Garmin GPS & Cannister Extended Bay),pmw:120,PMW-120 - PMW-120 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row333
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0013,N00039-25-RFPREQ-PMW-750-0013,N00039-25-RFPREQ-PMW-750-0013,LHA 10 RCS/DS/SSES (C),pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row345
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0022,N00039-25-RFPREQ-PMW-770-0022,N00039-25-RFPREQ-PMW-770-0022,SCORPION LRIP,pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row346
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0039,N00039-25-RFPREQ-PMA/PMW-101-0039,N00039-25-RFPREQ-PMA/PMW-101-0039,N00039D4001_Derisking_SW,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row348
need:lrae_navwar_2025-06:N00039-24-RFPREQ-PMA/PMW-101-0276,N00039-24-RFPREQ-PMA/PMW-101-0276,N00039-24-RFPREQ-PMA/PMW-101-0276,MIDS JTRS - Lot 4 - DLS - F-22 Spares,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,Follow-on,N0003920D0057 N0003921F2189,2025-06-19,ev:lrae_navwar_2025-06:row350
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-760-0010,N00039-25-RFPREQ-PMW-760-0010,N00039-25-RFPREQ-PMW-760-0010,NSC2I T-ATS 6 (Ph 5) and T-ATS 7 (Ph 4-5) (C),pmw:760,PMW-760 - PMW-760 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row351
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-750-0010,N00039-25-RFPREQ-PMW-750-0010,N00039-25-RFPREQ-PMW-750-0010,CVN 74 ZI UCA Definitization,pmw:750,PMW-750 - PMW-750 - NAVWAR,N00039,,,2025-06-19,ev:lrae_navwar_2025-06:row352
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0019,N00039-25-RFPREQ-PMW-770-0019,N00039-25-RFPREQ-PMW-770-0019,SubHDR VA Block VI/CLB Block II/FMS procurement,pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,Follow-on,N0003921C5002,2025-06-19,ev:lrae_navwar_2025-06:row354
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMW-770-0048,N00039-25-RFPREQ-PMW-770-0048,N00039-25-RFPREQ-PMW-770-0048,CSRR C&M DO #6,pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row355
need:lrae_navwar_2025-06:N00039-26-RFPREQ-PMW-770-0005,N00039-26-RFPREQ-PMW-770-0005,N00039-26-RFPREQ-PMW-770-0005,CSRR C&M DO#7,pmw:770,PMW-770 - PMW-770 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row356
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0045,N00039-25-RFPREQ-PMA/PMW-101-0045,N00039-25-RFPREQ-PMA/PMW-101-0045,N00039FXXXX_FR_ML2,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row357
need:lrae_navwar_2025-06:N00039-25-RFPREQ-PMA/PMW-101-0046,N00039-25-RFPREQ-PMA/PMW-101-0046,N00039-25-RFPREQ-PMA/PMW-101-0046,DO 0002 under SF1 Contract N0003923D4000_N0003925F4027,pmw:101,PMA/PMW-101 - PMA/PMW-101 - NAVWAR,N00039,New,,2025-06-19,ev:lrae_navwar_2025-06:row358
